handle,title,vendor,type,tags,published,status
foundations-next-gen-serenity-compact-crib,Foundations Next Gen Serenity Compact Crib,Business Interiors,,industry:daycare,true,active
foundations-next-gen-serenity-safereach-compact-crib,Foundations Next Gen Serenity SafeReach Compact Crib,Business Interiors,,"industry:daycare, room:private-office, type:storage",true,active
foundations-safetycraft-compact-crib-natural-steel,Foundations SafetyCraft Compact Crib - Natural - Steel,Business Interiors,,"industry:daycare, room:private-office, type:storage",true,active
foundations-sport-splash-3-seat-strollers,Foundations Sport Splash 3-Seat Strollers,Business Interiors,,industry:daycare,true,active
foundations-sport-splash-quad-strollers,"Foundations Sport Splash, Quad Strollers",Business Interiors,,"bestseller, industry:daycare",true,active
freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2,"FreeFit™ Benching Height Adjustable 176""W x 62.5""D (FFHAB506)",Business Interiors,,"industry:business, room:open-plan, type:tables",true,active
full-time-chair-mvl2900,Full Time Chair MVL2900,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
gaming-chair,Gaming Chair,Business Interiors,,"industry:business, type:chairs",true,active
ganging-plates-for-terina-tables-gfcngfp,Ganging Plates for Terina Tables GFCNGFP,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
gardex-fireproof-lateral-file-2-3-4-drawer,"Gardex Fireproof Lateral File ( 2, 3 & 4 Drawer)",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
gardex-security-safe-fire-resistant-24-x-18-5-x-18-5,"Gardex  Security Safe - Fire Resistant -  24"" x 18.5"" x 18.5""",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
gardex-security-safe-fire-resistant-size-29-x-21-5-x-21-5-beige,"Gardex  Security Safe- Fire Resistant -Size 29"" x 21.5"" x 21.5"" - Beige",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
gas-lift-monitor-riser,Gas Lift Monitor Riser,Business Interiors,,"industry:business, type:accessories",true,active
gc-comet-bariatric-stacking-armchair-gc2180-1,GC Comet™ Bariatric Stacking Armchair (GC2180),Business Interiors,,"industry:healthcare, type:chairs",true,active
global-accord-back-knee-tilter-chair-1,Global Accord   Back Knee Tilter Chair,Business Interiors,,"industry:business, type:chairs",true,active
global-accord-mesh-back-tilter,Global Accord™ Mesh Back Tilter,Office Central & Brant Business Interiors,,"industry:business, type:chairs",true,active
global-obusforme-elite-multi-tilter-chair-high-back,Global OBUSforme Elite Multi-Tilter Chair High Back,Business Interiors,,"industry:business, type:chairs",true,active
global-recliner-primacare-gc3608mrc,Global Recliner Primacare GC3608MRC,Business Interiors,,"industry:healthcare, room:lounge, type:lounge",true,active
granada-deluxe-high-back-multi-tilter-1170-3-2,Granada® Deluxe High Back Multi-Tilter (1170-3),Business Interiors,,"industry:business, type:chairs",true,active
grommet-hole-cover,Grommet Hole & Cover,Office Central & Brant Business Interiors,,"industry:business, type:accessories",true,active
guest-chair-6960-moda,Guest Chair 6960 Moda,Business Interiors,,"industry:business, room:reception, type:chairs",true,active
haag-shell-jacket-mens-4x-large-black-1,"Haag Shell Jacket, Men's, 4X-Large, Black",Business Interiors,,,false,archived
haag-shell-jacket-mens-4x-large-black-2,"Haag Shell Jacket, Men's, 4X-Large, Black",Business Interiors,,,false,archived
half-round-40-unit,"Half Round 40"" Unit",Business Interiors,,"industry:business, type:tables",true,active
halifax-executive-suite,Halifax Executive Suite,Business Interiors,,"industry:business, room:private-office, type:accessories",true,active
halifax-series,Halifax Series,Business Interiors,,"industry:business, type:accessories",true,active
halifax-typical-4,Halifax Typical 4,Business Interiors,,"industry:business, type:accessories",true,active
halifax-typical-9,Halifax Typical 9,Business Interiors,,"industry:business, type:accessories",true,active
hardfloor-casters,Hardfloor Casters,Business Interiors,,"industry:business, type:accessories",true,active
hardware-for-ceiling-tiles,Hardware for Ceiling Tiles,Business Interiors,,"industry:business, type:accessories",true,active
hdl-5-resin-folding-table-granite-rectangle-dove-white-pebble-top-powder-coated-base-60-table-top-length-x-30-table-top-width-29-height-1,"HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder Coated Base - 60"" Table Top Length x 30"" Table Top Width - 29"" Height",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
heartwood-mobile-pedestal-bf,Heartwood Mobile Pedestal BF,Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
heartwood-plexiglass-hanging-modesty-panel-48-width-x-15-height-plexiglass-silver-metal-clear-2,"Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass - Silver Metal, Clear",Business Interiors,,,false,archived
height-adjustable-base-pneumatic,Height Adjustable Base Pneumatic (Top Sold Separately),Office Central & Brant Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
height-adjustable-l-shape-71x71,"Height Adjustable L-Shape 71""x71""",Business Interiors,,"industry:business, room:private-office, type:tables",true,active
height-adjustable-l-shape-table,Premium Height Adjustable L-Shape Table,Business Interiors,,"bestseller, industry:business, room:private-office, type:tables",true,active
height-adjustable-l-shape-table-1,Height Adjustable L-Shape Table,Business Interiors,,"industry:business, room:private-office, type:tables",true,active
height-adjustable-rectangular-table-2-legs-nl48243qht,Height Adjustable Rectangular Table - 2 legs,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
height-adjustable-table-5-sizes,Electric Height Adjustable Sit to Stand Desks,Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
hideaway-storage-cabinet-1,Hideaway Storage Cabinet,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
high-back-tilter-with-arms,High Back Tilter with Arms,Business Interiors,,"industry:business, type:chairs",true,active
high-back-weight-sensing-synchro-tilter,High Back Weight Sensing Synchro-Tilter,Business Interiors,,"industry:business, type:chairs",true,active
honor-roll-dsq-1824-pb-table-desk-square-leg-base-4-legs-x-24-table-top-width-x-18-table-top-depth-5-each,"Honor Roll -DSQ-1824-PB Table Desk - Square Leg Base - 4 Legs x 24"" Table Top Width x 18"" Table Top Depth 5 EACH",Business Interiors,,"industry:business, room:private-office, type:desks",false,active
horseshoe-study-table-height-adjustable-c-shape-horseshoe-1,Horseshoe Study Table Height Adjustable C-Shape Horseshoe,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
humanscale-nova-lighting,Humanscale Nova Lighting,Office Central & Brant Business Interiors,,"industry:business, type:accessories",true,active
hutch-5-sizes,Hutch 5 Sizes,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
hutch-with-doors,Hutch with Doors (Assembled),Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:storage",true,active
i-pad-holders,iPad Holders,Office Central & Brant Business Interiors,,"industry:business, type:accessories",true,active
ibex-drafting-task-stool-mvl2808,Ibex Drafting Task Stool MVL2808,Business Interiors,,"industry:business, type:chairs",true,active
ibex-mesh-back-drafting-stool-task-chair-with-arms,Ibex Mesh Back Drafting Stool Task Chair with Arms,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
ibex-mesh-seat-back-armless-drafting-chair-mvl2827,Ibex | Mesh Seat & Back Armless Drafting Chair MVL2827,Office Central & Brant Business Interiors,,"industry:business, type:chairs",true,active
ibex-mesh-seat-back-drafting-chair-stool-1,Ibex | Mesh Seat & Back Drafting Chair Stool,Business Interiors,,"industry:business, type:chairs",true,active
ibex-mesh-seat-back-multi-tilter-1,Ibex | Mesh Seat & Back Multi-Tilter,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
ibex-synchro-tilter-chairs-mvl2801,Ibex Synchro-Tilter Chairs MVL2801,Business Interiors,,"industry:business, type:chairs",true,active
ibex-upholstered-seat-back-guest-chair-mvl2819-1,Ibex | Upholstered Seat &  Back Guest Chair MVL2819,Business Interiors,,"industry:business, room:reception, type:chairs",true,active
ibex-upholstered-seat-back-guest-chair-mvl2832,Ibex | Upholstered Seat &  Back Guest Chair MVL2832,Business Interiors,,"industry:business, room:reception, type:chairs",true,active
ibex-upholstered-seat-mesh-back-multi-tilter-1,Ibex | Upholstered Seat & Mesh Back Multi-Tilter MVL2803,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
ibex-upholstered-seat-mesh-back-tilter-chair-mvl2801,IBEX Upholstered Seat & Mesh Back Tilter Chair MVL2804,Business Interiors,,"industry:business, type:chairs",true,active
impromptu-lectern-1,Impromptu® Lectern,Business Interiors,,"industry:business, type:accessories",true,active
indestructible-ryno-furniture,Indestructible Ryno Furniture,Business Interiors,,"industry:business, type:outdoor",true,active
indigenous-medicine-wheel-huddl,Indigenous Medicine Wheel HUDDL,Business Interiors,,"industry:business, type:tables",true,active
indoor-planter,Indoor Planter,Business Interiors,,"industry:business, type:accessories",true,active
innovation-l-shape-curved-corner,Innovation L-Shape Curved Corner,Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
innovation-l-shape-set,Innovation L-Shape Set,Business Interiors,,"bestseller, industry:business, room:private-office, type:accessories",true,active
innovations-double-pedestal-desk-bf-bf-5-sizes-8-colours,"INNOVATIONS Double Pedestal Desk bf/bf 5 Sizes, 8 Colours",Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
innovations-l-shape-desk-with-hutch,INNOVATIONS L-Shape Desk with Hutch,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
innovations-suite,Innovations Suite,Business Interiors,,"industry:business, type:desks",true,active
innovations-u-shape-suite,Innovations U-Shape Suite,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
installation,Installation,Business Interiors,Fee,,false,archived
installation-1,Installation,Office Central & Brant Business Interiors,Service,,false,active
installation-chairs,Installation Chairs,Business Interiors,,,false,archived
installation1000,Installation1000,Business Interiors,,bestseller,true,active
installation475,Installation475,Business Interiors,,bestseller,true,active
institutional-series-lateral-file-cabinet-2-3-4-5-drawer,"Institutional Series Lateral File Cabinet (2,3,4 & 5 Drawer)",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
ionic-feet-1-pair,Ionic Feet (1 Pair),Business Interiors,,"industry:business, type:accessories",true,active
jax-keyboard-tray,JAX Keyboard Tray,Business Interiors,,"industry:business, type:accessories",true,active
jax-sit-to-stand,JAX Sit to Stand,Business Interiors,,"industry:business, type:desks",true,active
jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d,"Jumbo Storage Cabinet Assembled 72"" H x48""W x 24"" D",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
kate-medium-back-armchair-2813,Kate Medium Back Armchair (2813),Business Interiors,,"industry:business, type:chairs",true,active
kaysee-high-back-tilter-otg12112b,Kaysee | High Back Tilter OTG12112B,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
kensington-ac12-security-charging-cabinet,Kensington AC12 Security Charging Cabinet,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
kensington-universal-charge-sync-tablet-cabinet,Kensington Universal Charge/Sync Tablet Cabinet,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
keyboard-tray-multi-adjustable,Keyboard Tray Multi Adjustable,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
keyboard-tray-multi-position,Keyboard Tray Multi Position,Business Interiors,,"industry:business, type:accessories",true,active
keys-2-set,Keys 2/set,Office Central & Brant Business Interiors,,"industry:business, type:accessories",true,active
kneeling-chair-kcm1420,Kneeling Chair KCM1420,Business Interiors,,"industry:business, type:chairs",true,active
knight-lightweight-tilter-chair-otg11360,Knight Lightweight Tilter Chair OTG11360,Business Interiors,,"industry:business, type:chairs",true,active
kody-mesh-chair-otg13110,Kody Mesh Chair OTG13110,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
koko-tables,KOKO Tables,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
kylie-multi-purpose-stacking-chair-cadet-otg11355c,Kylie | Multi-Purpose Stacking Chair - Cadet OTG11355C,Business Interiors,,"industry:business, type:chairs",true,active
l-shape-desk-3-sizes-13-colours,"""L"" Shape Desk 6 Sizes 13 colours",Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
l-shape-desk-8-sizes-9-colour-options,L-Shape Desk (8 Sizes & 9 Colour options),Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
l-shape-desk-8-sizes-9-colour-options-1,L-Shape Desk (8 Sizes & 9 Colour options),Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
l-shape-desk-8-sizes-9-colour-options-2,L-Shape Desk (8 Sizes & 9 Colour options),Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
l-shape-desk-hutch,L-Shape Desk & Hutch,Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
l-shape-desk-set-72x72,"L-Shape Desk Set 72""x72"" BBF/FF INNOVATIONS",Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:desks",true,active
l-shape-desk-with-36h-privacy-panel,"L-Shape Desk with 36""H Privacy Panel",Business Interiors,,"industry:business, room:private-office, type:desks",true,active
l-shape-desk-with-36h-privacy-panel-1,"L-Shape Desk with 36""H Privacy Panel",Business Interiors,,"industry:business, room:private-office, type:desks",true,active
l-shape-desk-with-hutch,"L-Shape Desk with Hutch 72""X72""",Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:desks",true,active
l-shape-height-adjustable-desk-set,L-Shape Height Adjustable Desk Set,Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
l-shape-loop-leg-desk,L-Shape Loop Leg Desk,Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
l-shape-reception-72-x-72-x-41-1,"L-Shape Reception - 72"" x 72"" x 41""",Business Interiors,,"bestseller, industry:business, room:reception, type:desks",true,active
l-shape-suire,L-Shape Suite HTWLEV1LOOP,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
l-shape-suite-layout-41c,L-Shape Suite Layout #41C,Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:desks",true,active
l-shape-workstations,"L-Shape Workstations (9 Sizes, 8 Colours)",Office Central & Brant Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
l-shaped-desk-with-double-pedestals-72w-x-78d,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D",Business Interiors,,"industry:business, room:private-office, type:desks",true,active
l-shaped-desk-with-single-pedestal-60w-x-72d,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D",Business Interiors,,"industry:business, room:private-office, type:desks",true,active
l-shaped-medium-pile-chair-mat-with-lip-66-x-60-2,"L-Shaped Medium Pile Chair Mat With Lip  66"" x 60""",Business Interiors,,"industry:business, room:private-office, type:chairs",true,active
laminate-lockers-1,Laminate Lockers,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
laminate-lockers-copy,Laminate Lockers,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
laminate-modesty-panels,Laminate Modesty Panels,Business Interiors,,"industry:business, type:accessories",true,active
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,Laptop Holder for 100-MA1C & 100-MA2C Monitor Arms only,Office Central & Brant Business Interiors,Laptop Holder,"industry:business, type:accessories",true,active
large-fire-water-safe-13-x-16-x-19-black-2,"Large Fire/Water Safe 13"" x 16"" x 19"" - Black",Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
lateral-file-storage-cabinet-with-shelves,Lateral File & Storage Cabinet with Shelves,Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:storage",true,active
lateral-file-storage-cabinet-with-shelves-copy,Lateral File & Storage Cabinet with Shelves,Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:storage",true,active
lateral-file-used-5-drawer-beige-nevada,Lateral File (USED) 5 Drawer Beige Nevada,Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:storage",true,active
lateral-file-wood-laminate-2-3-4-drawer-options,"Lateral File Wood Laminate (2, 3 & 4 Drawer options)",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
lectern-podium,Lectern Podium,Business Interiors,,"industry:business, type:accessories",true,active
lectern-storage-stand,Lectern Storage Stand,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
led-desk-lamp-with-usb-and-night-light,LED Desk Lamp with USB and Night Light,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
led-desk-lamp-with-wireless-charger-led,LED Desk Lamp with Wireless Charger - LED,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
levels-bookcase,Levels Bookcase,Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:storage",true,active
levels-l-shape,Levels L-Shape,Business Interiors,,"industry:business, room:private-office, type:accessories",true,active
levels-suite,Levels Suite,Business Interiors,,"industry:business, type:desks",true,active
links-custom-reception-unit-60x72,"Links Custom Reception Unit 60""x72""",Business Interiors,,"industry:business, room:reception, type:desks",true,active
lockerettes-6-tier-bank-of-3-36-x-18-x-72-steel-grey-rivet-assembled,"Lockerettes, 6 -tier, Bank of 3, 36"" x 18"" x 72"", Steel, Grey, Rivet (Assembled)",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
lockers-2-tier,Lockers 2-Tier,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
lockers-2-tier-assembled,Lockers 2 Tier (Assembled),Business Interiors,,"industry:business, room:private-office, type:storage",true,active
lockers-single-tier-assembled,Lockers Single Tier (Assembled),Business Interiors,,"industry:business, room:private-office, type:storage",true,active
loop-leg-table,LOOP Leg Table,Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
loover-high-back-synchro-tilter,Loover High Back Synchro Tilter,Business Interiors,,"industry:business, type:chairs",true,active
loover-medium-back-synchro-tilter-chair,Loover Medium Back Synchro Tilter Chair,Business Interiors,,"industry:business, type:chairs",true,active
lotus-dx-sit-stand-workstation-dual-monitor-arm-extra,Lotus DX Sit-Stand Workstation (Dual Monitor Arm Extra),Business Interiors,,"industry:business, room:open-plan, type:desks",true,active
lounge-seating-3-sizes-suburb,Lounge Seating 3 sizes Suburb,Business Interiors,,"bestseller, industry:business, room:lounge, type:lounge",true,active
low-back-stacking-chair-mvl2747,Low Back Stacking Chair MVL2747,Office Central & Brant Business Interiors,,"industry:business, type:chairs",true,active
lumi-high-back-synchro-tilter-chair,Lumi | High Back Synchro-Tilter Chair,Business Interiors,,"industry:business, type:chairs",true,active
luray-executive-chair,LURAY Executive Chair,Business Interiors,,"industry:business, room:private-office, type:chairs",true,active
makerspace-tables,Makerspace Tables,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
management-l-shaped-suite-66w-x-72d,"MANAGEMENT ""L"" SHAPED SUITE - 66""W X 72""D",Business Interiors,,"industry:business, type:desks",true,active
management-u-shaped-suite-72w-x-102d,"Management ""U"" Shaped Suite - 72""W x 102""D",Business Interiors,,"industry:business, type:desks",true,active
management-u-shaped-suite-with-3-stage-height-adjustable-table,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410",Office Central & Brant Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
manual-height-adjustable-base,MANUAL HEIGHT ADJUSTABLE BASE (Tops sold separately),Office Central & Brant Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
manual-height-adjustable-table,Manual Height Adjustable Table,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
marche-guest-chair,Marche Guest Chair,Business Interiors,,"industry:business, room:reception, type:chairs",true,active
marche-guest-chair-8622,Marche Guest Chair 8622,Business Interiors,,"industry:business, room:reception, type:chairs",true,active
marche-guest-chair-copy,Marche Guest Chair,Business Interiors,,"industry:business, room:reception, type:chairs",true,active
marlee-midback-chair-bonded-leather-mvl11722,Marlee Midback Chair Bonded Leather MVL11722,Business Interiors,,"industry:business, type:chairs",true,active
marlee-synchro-tilter-chairs,Marlee Synchro-Tilter Chairs,Business Interiors,,"industry:business, type:chairs",true,active
medicine-wheel-table-indigenous,Medicine Wheel Table Indigenous,Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
meeting-table,Meeting Table,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
mesh-chair-java-otg10902,Mesh Chair Java OTG10902,Office Central & Brant Business Interiors,,"industry:business, type:chairs",true,active
metal-apex-desk,Metal APEX Desk,Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:desks",true,active
metal-cross-base-with-levelers,Metal Cross Base with Levelers,Business Interiors,,"industry:business, type:accessories",true,active
metal-desk-laminate-top,Metal Desk Laminate Top,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
metal-folding-chair,Metal Folding Chair,Business Interiors,,,false,archived
metal-round-metal-base,Metal Round Metal Base,Business Interiors,,"industry:business, type:accessories",true,active
metal-square-metal-base,Metal Square Metal Base,Business Interiors,,"industry:business, type:accessories",true,active
minto-low-back-stacking-armchair-mvl2747,Minto | Low Back Stacking Armchair MVL2747,Business Interiors,,"industry:business, type:chairs",true,active
ml-bar-stool,ML Bar Stool,Business Interiors,,"industry:business, type:chairs",true,active
ml-series-lounge-chair,ML Series Lounge Chair,Business Interiors,,"industry:business, room:lounge, type:lounge",true,active
mobile-drawer-unit-with-locks-inv-mpuf,Mobile Drawer Unit with Locks INV-MPUF,Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
mobile-folding-chair-storage-cart-3,Mobile Folding Chair Storage Cart,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
mobile-machine-stand-with-shelf-on-wheels,Mobile Machine Stand with Shelf on wheels,Office Central & Brant Business Interiors,,"industry:business, type:accessories",true,active
mobile-pedestal-digital-lock,Mobile Pedestal & Digital Lock,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
mobile-pedestal-drawer-box-file,Mobile Pedestal Drawer Box/File,Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
mobile-pedestal-file-file,Mobile Pedestal File / File,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
modern-grigio-reception-desk,Modern Grigio Reception Desk,Business Interiors,,"industry:business, room:reception, type:desks",true,active
momentum-series-combos-keyboard-arm-premium-quality,Momentum Series Combos Keyboard Arm (Premium Quality),Business Interiors,,"industry:business, type:accessories",true,active
monitor-arms,Monitor Arms,Business Interiors,Avis-add-charge,"industry:business, type:accessories",true,active
multi-storage-cabinet-93365msl,Multi-Storage Cabinet 93365MSL,Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
mvl11860-stradic-mesh-back-tilter,MVL11860 Stradic | Mesh Back Tilter,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
mvl11886-caman-high-back-tilter-bonded-leather,MVL11886 Caman | High Back Tilter Bonded Leather,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
mvl2732-annapolis-high-back-luxhide-tilter,MVL2732 Annapolis | High Back Luxhide Tilter,Business Interiors,,"industry:business, type:chairs",true,active
mvl2786-yoho-armless-low-back-task-chair,MVL2786 Yoho | Armless Low Back Task Chair,Office Central & Brant Business Interiors,,"bestseller, industry:business, type:chairs",true,active
mvl3101-avro-mesh-back-synchro-tilter-chair,MVL3101 Avro Mesh Back Synchro-Tilter Chair,Business Interiors,,"industry:business, type:chairs",true,active
mvl3103-avro-upholstered-seat-mesh-back-multi-tilter,MVL3103 Avro | Upholstered Seat & Mesh Back Multi-Tilter,Office Central & Brant Business Interiors,,"industry:business, type:chairs",true,active
napa-boardroom-conference-table,Napa Boardroom Conference Table,Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
nesting-training-table-8-colour-choices,Nesting Training Table (8 Colour Choices),Business Interiors,,"industry:educational, room:training-room, type:tables",true,active
new-pneumatic-single-arm-monitor-stand,"""New"" Pneumatic Single-Arm Monitor Stand",Office Central & Brant Business Interiors,,"industry:business, type:accessories",true,active
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF",Office Central & Brant Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
newland-bookcases-assembled,Newland Bookcases (Assembled),Business Interiors,,"industry:business, room:private-office, type:storage",true,active
newland-box-file-mobile-pedestal,Newland Box/File Mobile Pedestal NLMP23BF,Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
nourish-high-back-bariatric-patient-chair-gc3685-1,Nourish™ High Back Bariatric Patient Chair (GC3685),Business Interiors,,"industry:healthcare, type:chairs",true,active
nutmeg-reception,Nutmeg Reception,Business Interiors,,"industry:business, room:reception, type:accessories",true,active
obusforme-comfort-high-back-chair-1260-3-schukra,ObusForme Comfort High Back Chair  1260-3 Schukra,Business Interiors,,"industry:business, type:chairs",true,active
obusforme-comfort-high-back-chair-fabric-1240-3,ObusForme Comfort High back Chair 1240-3,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
obusforme-comfort-medium-back-chair-fabric-1241-3-copy,ObusForme Comfort Medium back Chair 1241-3,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
obusforme-comfort-medium-back-chair-fabric-1241-3-copy-1,ObusForme Comfort Medium back Chair  1261-3 Schukra,Business Interiors,,"industry:business, type:chairs",true,active
obusforme-elite-multi-tilter-chair-medium-back,OBUSforme Elite Multi-Tilter Medium Back Chair,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
oci-platinum-monitor-arms,OCI Platinum Monitor Arms,Business Interiors,,"industry:business, type:accessories",true,active
offices-to-go-ashmont-tilter-chair-1,Offices to Go® Ashmont Tilter Chair,Business Interiors,,"industry:business, type:chairs",true,active
offices-to-go-chair-2,Offices To Go Chair,Business Interiors,,"industry:business, type:chairs",true,active
offices-to-go-ionic-table-36-x-36-x-29-material-metal-base-finish-absolute-acajou-black-base-sandtex-1,"Offices To Go Ionic Table - 36"" x 36"" x 29"" - Material: Metal Base - Finish: Absolute Acajou, Black Base, Sandtex",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
offices-to-go-newland-l-shaped-suite-nlp420,Offices to Go® Newland™ L-Shaped Suite NLP420,Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
offices-to-go-newland-u-shaped-suites-nlp406,Offices to Go® Newland™ U-Shaped Suites NLP406,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
offices-to-go-ultra-high-back-tilter-black-bonded-leather-1-each,Offices To Go Ultra High Back Tilter - Black - Bonded Leather - 1 Each,Business Interiors,,,false,archived
original-hydro-parkas-mens-medium-navy-blue,"Original ""Hydro"" Parkas, Men's, Medium, Navy Blue",Business Interiors,,,false,archived
otg-mobile-foot-kit-pack-of-2,OTG | Mobile Foot Kit - Pack of 2,Business Interiors,,"industry:business, type:accessories",true,active
otg-panels,OTG Panels,Business Interiors,,"industry:business, type:accessories",true,active
otg10740-masi-high-back-tilter,OTG10740 Masi | High Back Tilter,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
otg13026-safari-medium-mesh-back-tilter-chair,OTG13026 Safari | Medium Mesh Back Tilter Chair,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
otg3915-centro-guest-chair,OTG3915 Centro Guest Chair,Business Interiors,,"industry:business, room:reception, type:chairs",true,active
otgma2-dual-monitor-arm,OTGMA2 Dual Monitor Arm,Business Interiors,,"industry:business, type:accessories",true,active
outdoor-park-benches,Outdoor Park Benches,Business Interiors,,"industry:business, type:outdoor",true,active
outdoor-steel-bench,Outdoor Steel Bench,Business Interiors,,"bestseller, industry:business, type:outdoor",true,active
overtime-350-high-back-heavy-duty-multi-tilter,Overtime 350 | High Back Heavy Duty Multi-Tilter,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
overtime-350-high-back-heavy-duty-multi-tilter-mvl13040,Overtime 350 | High Back Heavy Duty Multi-Tilter MVL13040,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
overtime-high-back-multi-tilter-chair-mvl2756,Overtime | High Back Multi-Tilter Chair MVL2756,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
