Handle,Title,Image_Position,Filename,FAL_URL,Local_Path,Alt_Text,Prompt,Status
hideaway-storage-cabinet-1,Hideaway Storage Cabinet,2,hideaway-storage-cabinet-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b294/Fk4N_7nHiPFNMBI999iKE.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/hideaway-storage-cabinet-1-gen-2.jpg,Hideaway Storage Cabinet - Studio White,"Professional product photography of Hideaway Storage Cabinet on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
hideaway-storage-cabinet-1,Hideaway Storage Cabinet,3,hideaway-storage-cabinet-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b294/quergdHdmX6g51DarCnts.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/hideaway-storage-cabinet-1-gen-3.jpg,Hideaway Storage Cabinet - Office Setting,"Hideaway Storage Cabinet in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
hideaway-storage-cabinet-1,Hideaway Storage Cabinet,4,hideaway-storage-cabinet-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b294/tiSRhVxwtXOgdHSknUA4q.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/hideaway-storage-cabinet-1-gen-4.jpg,Hideaway Storage Cabinet - Detail Close-Up,"Close-up detail shot of Hideaway Storage Cabinet, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
u-shaped-desk-with-3-stage-height-adjustable-table,"""U"" Shaped Desk with 3-Stage Height Adjustable Table",2,u-shaped-desk-with-3-stage-height-adjustable-table-gen-2.jpg,https://v3b.fal.media/files/b/0a97b295/F0E8VM-Qdj-kjEaSTkvC7.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/u-shaped-desk-with-3-stage-height-adjustable-table-gen-2.jpg,"""U"" Shaped Desk with 3-Stage Height Adjustable Table - Studio White","Professional product photography of ""U"" Shaped Desk with 3-Stage Height Adjustable Table on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
u-shaped-desk-with-3-stage-height-adjustable-table,"""U"" Shaped Desk with 3-Stage Height Adjustable Table",3,u-shaped-desk-with-3-stage-height-adjustable-table-gen-3.jpg,https://v3b.fal.media/files/b/0a97b295/Nkif9CojjtX3IbffUc5A2.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/u-shaped-desk-with-3-stage-height-adjustable-table-gen-3.jpg,"""U"" Shaped Desk with 3-Stage Height Adjustable Table - Office Setting","""U"" Shaped Desk with 3-Stage Height Adjustable Table in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
u-shaped-desk-with-3-stage-height-adjustable-table,"""U"" Shaped Desk with 3-Stage Height Adjustable Table",4,u-shaped-desk-with-3-stage-height-adjustable-table-gen-4.jpg,https://v3b.fal.media/files/b/0a97b295/zpFeaTjP-5VasLgepLPib.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/u-shaped-desk-with-3-stage-height-adjustable-table-gen-4.jpg,"""U"" Shaped Desk with 3-Stage Height Adjustable Table - Detail Close-Up","Close-up detail shot of ""U"" Shaped Desk with 3-Stage Height Adjustable Table, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
partitions-66-high-2-offices-1,"Partitions 66"" High 2 Offices",2,partitions-66-high-2-offices-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b295/vTvNdijRSBWOu1WEucJDD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/partitions-66-high-2-offices-1-gen-2.jpg,"Partitions 66"" High 2 Offices - Studio White","Professional product photography of Partitions 66"" High 2 Offices on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
partitions-66-high-2-offices-1,"Partitions 66"" High 2 Offices",3,partitions-66-high-2-offices-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b295/loOoGNASe_5fJwFZKQK8_.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/partitions-66-high-2-offices-1-gen-3.jpg,"Partitions 66"" High 2 Offices - Office Setting","Partitions 66"" High 2 Offices in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
partitions-66-high-2-offices-1,"Partitions 66"" High 2 Offices",4,partitions-66-high-2-offices-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b295/R1XKI-Bx3hWWKWMRmTmoO.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/partitions-66-high-2-offices-1-gen-4.jpg,"Partitions 66"" High 2 Offices - Detail Close-Up","Close-up detail shot of Partitions 66"" High 2 Offices, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
drift-seating,Drift Seating,2,drift-seating-gen-2.jpg,https://v3b.fal.media/files/b/0a97b296/VzxcA2-TFEG-BWAVQZ-N0.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/drift-seating-gen-2.jpg,Drift Seating - Studio White,"Professional product photography of Drift Seating on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
drift-seating,Drift Seating,3,drift-seating-gen-3.jpg,https://v3b.fal.media/files/b/0a97b296/UIx8p4DB98g24rUojJXa9.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/drift-seating-gen-3.jpg,Drift Seating - Office Setting,"Drift Seating in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
drift-seating,Drift Seating,4,drift-seating-gen-4.jpg,https://v3b.fal.media/files/b/0a97b296/7zlB8Jh_VvkspTlRnYzdW.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/drift-seating-gen-4.jpg,Drift Seating - Detail Close-Up,"Close-up detail shot of Drift Seating, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
executive-u-shape-desk-set,Executive U-Shape Desk Set,2,executive-u-shape-desk-set-gen-2.jpg,https://v3b.fal.media/files/b/0a97b296/mLaSrWNhJ-hxTLV0kaTgv.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/executive-u-shape-desk-set-gen-2.jpg,Executive U-Shape Desk Set - Studio White,"Professional product photography of Executive U-Shape Desk Set on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
executive-u-shape-desk-set,Executive U-Shape Desk Set,3,executive-u-shape-desk-set-gen-3.jpg,https://v3b.fal.media/files/b/0a97b296/-C0I9LbRJ_P8FduIq488f.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/executive-u-shape-desk-set-gen-3.jpg,Executive U-Shape Desk Set - Office Setting,"Executive U-Shape Desk Set in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
executive-u-shape-desk-set,Executive U-Shape Desk Set,4,executive-u-shape-desk-set-gen-4.jpg,https://v3b.fal.media/files/b/0a97b297/6DWo1PeMaOsTE2zw_gcro.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/executive-u-shape-desk-set-gen-4.jpg,Executive U-Shape Desk Set - Detail Close-Up,"Close-up detail shot of Executive U-Shape Desk Set, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
wind-lounge-seating,Wind Lounge Seating,2,wind-lounge-seating-gen-2.jpg,https://v3b.fal.media/files/b/0a97b297/vSXoSKb1KHH9r7DPNFW-V.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/wind-lounge-seating-gen-2.jpg,Wind Lounge Seating - Studio White,"Professional product photography of Wind Lounge Seating on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
wind-lounge-seating,Wind Lounge Seating,3,wind-lounge-seating-gen-3.jpg,https://v3b.fal.media/files/b/0a97b297/XSBQHHrqL9Ps8NO6Pp64F.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/wind-lounge-seating-gen-3.jpg,Wind Lounge Seating - Office Setting,"Wind Lounge Seating in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
wind-lounge-seating,Wind Lounge Seating,4,wind-lounge-seating-gen-4.jpg,https://v3b.fal.media/files/b/0a97b297/6CPZetiZa0DpZHVSWt16e.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/wind-lounge-seating-gen-4.jpg,Wind Lounge Seating - Detail Close-Up,"Close-up detail shot of Wind Lounge Seating, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
racetrack-conference-table-1-top,"Racetrack Conference Table 1"" Top",2,racetrack-conference-table-1-top-gen-2.jpg,https://v3b.fal.media/files/b/0a97b297/_CvXvTV8Sa2XQLMjTid9V.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/racetrack-conference-table-1-top-gen-2.jpg,"Racetrack Conference Table 1"" Top - Studio White","Professional product photography of Racetrack Conference Table 1"" Top on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
racetrack-conference-table-1-top,"Racetrack Conference Table 1"" Top",3,racetrack-conference-table-1-top-gen-3.jpg,https://v3b.fal.media/files/b/0a97b298/8qUEueCfRBHBncP7QDj-W.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/racetrack-conference-table-1-top-gen-3.jpg,"Racetrack Conference Table 1"" Top - Office Setting","Racetrack Conference Table 1"" Top in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
racetrack-conference-table-1-top,"Racetrack Conference Table 1"" Top",4,racetrack-conference-table-1-top-gen-4.jpg,https://v3b.fal.media/files/b/0a97b298/1VZ7NSourtnF80BzlWaH6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/racetrack-conference-table-1-top-gen-4.jpg,"Racetrack Conference Table 1"" Top - Detail Close-Up","Close-up detail shot of Racetrack Conference Table 1"" Top, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
innovations-l-shape-desk-with-hutch,INNOVATIONS L-Shape Desk with Hutch,2,innovations-l-shape-desk-with-hutch-gen-2.jpg,https://v3b.fal.media/files/b/0a97b298/7fIUV2iCmy2qF2ftMfief.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/innovations-l-shape-desk-with-hutch-gen-2.jpg,INNOVATIONS L-Shape Desk with Hutch - Studio White,"Professional product photography of INNOVATIONS L-Shape Desk with Hutch on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
innovations-l-shape-desk-with-hutch,INNOVATIONS L-Shape Desk with Hutch,3,innovations-l-shape-desk-with-hutch-gen-3.jpg,https://v3b.fal.media/files/b/0a97b298/d5t9NzYWCZ5vqxSgXMga-.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/innovations-l-shape-desk-with-hutch-gen-3.jpg,INNOVATIONS L-Shape Desk with Hutch - Office Setting,"INNOVATIONS L-Shape Desk with Hutch in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
innovations-l-shape-desk-with-hutch,INNOVATIONS L-Shape Desk with Hutch,4,innovations-l-shape-desk-with-hutch-gen-4.jpg,https://v3b.fal.media/files/b/0a97b298/-WSN89ClOHinMHJLcNimG.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/innovations-l-shape-desk-with-hutch-gen-4.jpg,INNOVATIONS L-Shape Desk with Hutch - Detail Close-Up,"Close-up detail shot of INNOVATIONS L-Shape Desk with Hutch, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
height-adjustable-l-shape-table,Premium Height Adjustable L-Shape Table,2,height-adjustable-l-shape-table-gen-2.jpg,https://v3b.fal.media/files/b/0a97b299/pk3bLoZFvEC3RjAMCIHB_.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/height-adjustable-l-shape-table-gen-2.jpg,Premium Height Adjustable L-Shape Table - Studio White,"Professional product photography of Premium Height Adjustable L-Shape Table on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
height-adjustable-l-shape-table,Premium Height Adjustable L-Shape Table,3,height-adjustable-l-shape-table-gen-3.jpg,https://v3b.fal.media/files/b/0a97b299/dQPlNt0gMUpWVelndhail.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/height-adjustable-l-shape-table-gen-3.jpg,Premium Height Adjustable L-Shape Table - Office Setting,"Premium Height Adjustable L-Shape Table in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
height-adjustable-l-shape-table,Premium Height Adjustable L-Shape Table,4,height-adjustable-l-shape-table-gen-4.jpg,https://v3b.fal.media/files/b/0a97b299/qMMzItTla_-mZwqiwtoBh.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/height-adjustable-l-shape-table-gen-4.jpg,Premium Height Adjustable L-Shape Table - Detail Close-Up,"Close-up detail shot of Premium Height Adjustable L-Shape Table, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
felt-acoustic-room-dividers,Felt Acoustic Room Dividers,2,felt-acoustic-room-dividers-gen-2.jpg,https://v3b.fal.media/files/b/0a97b299/RBOpeAwAer_8iLqwICFxe.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/felt-acoustic-room-dividers-gen-2.jpg,Felt Acoustic Room Dividers - Studio White,"Professional product photography of Felt Acoustic Room Dividers on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
felt-acoustic-room-dividers,Felt Acoustic Room Dividers,3,felt-acoustic-room-dividers-gen-3.jpg,https://v3b.fal.media/files/b/0a97b299/yJv887fJr_tqy1kkluEGB.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/felt-acoustic-room-dividers-gen-3.jpg,Felt Acoustic Room Dividers - Office Setting,"Felt Acoustic Room Dividers in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
felt-acoustic-room-dividers,Felt Acoustic Room Dividers,4,felt-acoustic-room-dividers-gen-4.jpg,https://v3b.fal.media/files/b/0a97b299/nEQQkBwnWXpK5Pg7_Drxf.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/felt-acoustic-room-dividers-gen-4.jpg,Felt Acoustic Room Dividers - Detail Close-Up,"Close-up detail shot of Felt Acoustic Room Dividers, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
laminate-lockers-copy,Laminate Lockers,2,laminate-lockers-copy-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29a/MVvmr-dF1wItKzL5Gi2a2.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/laminate-lockers-copy-gen-2.jpg,Laminate Lockers - Studio White,"Professional product photography of Laminate Lockers on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
laminate-lockers-copy,Laminate Lockers,3,laminate-lockers-copy-gen-3.jpg,https://v3b.fal.media/files/b/0a97b29a/ryFD5RtLkXaxJM4XU-hvA.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/laminate-lockers-copy-gen-3.jpg,Laminate Lockers - Office Setting,"Laminate Lockers in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
laminate-lockers-copy,Laminate Lockers,4,laminate-lockers-copy-gen-4.jpg,https://v3b.fal.media/files/b/0a97b29a/2GxwgBVnBVTegPgBF04kV.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/laminate-lockers-copy-gen-4.jpg,Laminate Lockers - Detail Close-Up,"Close-up detail shot of Laminate Lockers, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
indoor-planter,Indoor Planter,2,indoor-planter-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29a/VDzlDehptGr0jgTcOmVzZ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/indoor-planter-gen-2.jpg,Indoor Planter - Studio White,"Professional product photography of Indoor Planter on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
indoor-planter,Indoor Planter,3,indoor-planter-gen-3.jpg,https://v3b.fal.media/files/b/0a97b29a/GDKjPQdyggLydEQrKq-2y.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/indoor-planter-gen-3.jpg,Indoor Planter - Office Setting,"Indoor Planter in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
indoor-planter,Indoor Planter,4,indoor-planter-gen-4.jpg,https://v3b.fal.media/files/b/0a97b29b/3tazq3-eSDDN9xyaEYa_6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/indoor-planter-gen-4.jpg,Indoor Planter - Detail Close-Up,"Close-up detail shot of Indoor Planter, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
premium-series-lateral-file-cabinet-2-3-4-5-drawer-1,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer)",2,premium-series-lateral-file-cabinet-2-3-4-5-drawer-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29b/gq3enKKJ3VWHHkSYz_DN6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/premium-series-lateral-file-cabinet-2-3-4-5-drawer-1-gen-2.jpg,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer) - Studio White","Professional product photography of Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer) on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
premium-series-lateral-file-cabinet-2-3-4-5-drawer-1,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer)",3,premium-series-lateral-file-cabinet-2-3-4-5-drawer-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b29b/1fN60lAFKSxYgDPBf9piC.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/premium-series-lateral-file-cabinet-2-3-4-5-drawer-1-gen-3.jpg,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer) - Office Setting","Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer) in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
premium-series-lateral-file-cabinet-2-3-4-5-drawer-1,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer)",4,premium-series-lateral-file-cabinet-2-3-4-5-drawer-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b29b/rQH3nOAuvaJ9InZZLcCZf.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/premium-series-lateral-file-cabinet-2-3-4-5-drawer-1-gen-4.jpg,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer) - Detail Close-Up","Close-up detail shot of Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer), shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
ml-series-lounge-chair,ML Series Lounge Chair,2,ml-series-lounge-chair-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29b/BTwI62DrYB-tlnKbHa0l6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/ml-series-lounge-chair-gen-2.jpg,ML Series Lounge Chair - Studio White,"Professional product photography of ML Series Lounge Chair on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
ml-series-lounge-chair,ML Series Lounge Chair,3,ml-series-lounge-chair-gen-3.jpg,https://v3b.fal.media/files/b/0a97b29c/3Nt_0mI9Fy-KVHva9nZhI.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/ml-series-lounge-chair-gen-3.jpg,ML Series Lounge Chair - Office Setting,"ML Series Lounge Chair in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
ml-series-lounge-chair,ML Series Lounge Chair,4,ml-series-lounge-chair-gen-4.jpg,https://v3b.fal.media/files/b/0a97b29c/wNndlzBCZbmr8ITPFQWFi.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/ml-series-lounge-chair-gen-4.jpg,ML Series Lounge Chair - Detail Close-Up,"Close-up detail shot of ML Series Lounge Chair, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
ceiling-grids-sound-acoustic-dampeners-copy,Ceiling Grids Sound Acoustic Dampeners,2,ceiling-grids-sound-acoustic-dampeners-copy-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29c/WfJgAwdMbfFqNx1e5yXIL.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/ceiling-grids-sound-acoustic-dampeners-copy-gen-2.jpg,Ceiling Grids Sound Acoustic Dampeners - Studio White,"Professional product photography of Ceiling Grids Sound Acoustic Dampeners on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
ceiling-grids-sound-acoustic-dampeners-copy,Ceiling Grids Sound Acoustic Dampeners,3,ceiling-grids-sound-acoustic-dampeners-copy-gen-3.jpg,https://v3b.fal.media/files/b/0a97b29c/q5wW0aAZ9eyP1yahcsohc.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/ceiling-grids-sound-acoustic-dampeners-copy-gen-3.jpg,Ceiling Grids Sound Acoustic Dampeners - Office Setting,"Ceiling Grids Sound Acoustic Dampeners in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
ceiling-grids-sound-acoustic-dampeners-copy,Ceiling Grids Sound Acoustic Dampeners,4,ceiling-grids-sound-acoustic-dampeners-copy-gen-4.jpg,https://v3b.fal.media/files/b/0a97b29c/hPddVJLVDxr7J8QSQ7dD0.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/ceiling-grids-sound-acoustic-dampeners-copy-gen-4.jpg,Ceiling Grids Sound Acoustic Dampeners - Detail Close-Up,"Close-up detail shot of Ceiling Grids Sound Acoustic Dampeners, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638)",2,primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29d/hS0EvfM_c8rjXA_Dlz9hZ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1-gen-2.jpg,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638) - Studio White","Professional product photography of Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638) on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638)",3,primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b29d/9CDwyjL3At2MTTfUgMt4j.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1-gen-3.jpg,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638) - Office Setting","Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638) in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638)",4,primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b29d/yIArClJx5q2HCL0FxcikY.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1-gen-4.jpg,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638) - Detail Close-Up","Close-up detail shot of Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638), shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
sirena-lounge-chair-3371,Sirena Lounge Chair,2,sirena-lounge-chair-3371-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29d/QJIGDwD8c3yX8emjXtsip.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/sirena-lounge-chair-3371-gen-2.jpg,Sirena Lounge Chair - Studio White,"Professional product photography of Sirena Lounge Chair on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
sirena-lounge-chair-3371,Sirena Lounge Chair,3,sirena-lounge-chair-3371-gen-3.jpg,https://v3b.fal.media/files/b/0a97b29d/DS0WlapESn07vSeVqZS1i.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/sirena-lounge-chair-3371-gen-3.jpg,Sirena Lounge Chair - Office Setting,"Sirena Lounge Chair in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
sirena-lounge-chair-3371,Sirena Lounge Chair,4,sirena-lounge-chair-3371-gen-4.jpg,https://v3b.fal.media/files/b/0a97b29d/W9ZnKwgkpo7W5QSUYXUN3.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/sirena-lounge-chair-3371-gen-4.jpg,Sirena Lounge Chair - Detail Close-Up,"Close-up detail shot of Sirena Lounge Chair, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
levels-l-shape,Levels L-Shape,2,levels-l-shape-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29e/dK5CPVRoLHpKQcn4OmH1G.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/levels-l-shape-gen-2.jpg,Levels L-Shape - Studio White,"Professional product photography of Levels L-Shape on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
levels-l-shape,Levels L-Shape,3,levels-l-shape-gen-3.jpg,https://v3b.fal.media/files/b/0a97b29e/q0sa894oB_g-TpufSNrQ8.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/levels-l-shape-gen-3.jpg,Levels L-Shape - Office Setting,"Levels L-Shape in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
levels-l-shape,Levels L-Shape,4,levels-l-shape-gen-4.jpg,https://v3b.fal.media/files/b/0a97b29e/GOeJpRo6Hy4DQxOFMK9vV.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/levels-l-shape-gen-4.jpg,Levels L-Shape - Detail Close-Up,"Close-up detail shot of Levels L-Shape, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
