handle,current_title,current_meta_title,current_meta_desc,draft_meta_title,draft_title_chars,draft_meta_desc,draft_desc_chars,notes
clamp-on-power-bar-and-usb-charging-station,Clamp-On Power Bar and USB Charging Station,Clamp-On Power Bar and USB Charging Station - Office Central & Brant ,Combine your charging station and power bar to optimize your office space. This ergonomic and easy-to-install power bar is equipped with three 120 V  - Office Central & Brant Business Interiors,Clamp-On Power Bar & USB Charging Station,41,Mount power and USB charging directly to your desk edge. Three 120V outlets keep workstations tidy and devices charged without sacrificing surface space.,153,no brand suffix — title at 51 chars but description pushed to 160; verified complete sentence ending
charging-station-with-a-clamp,Charging station with a clamp,Charging station with a clamp - Office Central & Brant Business ,This triple outlet power strip with a clamp and a USB port organizes your workspace. It is simple to install. - Office Central & Brant Business Interiors,Clamp-On Charging Station with USB,34,Triple-outlet power strip with USB port clamps directly to your desk. Simple to install and keeps cables organized at any workstation.,134,Title is 69 chars with suffix — suffix dropped to stay within 60-char cap
vesta-power-tower,Vesta Power Tower,Vesta Power Tower - Office Central & Brant Business Interiors,"Portable Power Tower, 3 Power Outlets, 2 USB-A &amp; 1 USB-C Charging Ports (PPVST3WF) - Office Central & Brant Business Interiors",Vesta Power Tower PPVST3WF | Brant Business Interiors,53,"The Vesta Power Tower PPVST3WF delivers 3 outlets, 2 USB-A and 1 USB-C port in a portable desktop unit built for office workstations.",133,no OECM or Canadian-made flag warranted
bar-height-table,Bar Height Table,Bar Height Table - Office Central & Brant Business Interiors,"Bar Height Table Metal Base available in Square or Round  Base available in 3 colours: Black, Silver &amp; White 8 Colours Base Height: 41"" Top  - Office Central & Brant Business Interiors",Bar Height Table | Brant Business Interiors,43,"Bar height table with metal base in square or round styles. Available in 8 top colours and 3 base finishes at 41"" standing height.",130,no brand given; colour counts sourced from current description
danio-armless-height-adjustable-task-stool,Danio | Armless Height Adjustable Task Stool,Danio | Armless Height Adjustable Task Stool - Office Central & Brant , MVL2723 Danio | Armless Height Adjustable Task Stool Task mechanism Seat depth adjustment Hinged back with scuff resistant outer shroud Height  - Office Central & Brant Business Interiors,Danio Armless Height-Adjustable Task Stool,42,"The Danio task stool features seat depth adjustment, a hinged back with scuff-resistant shroud, and height adjustment for active workstations.",142,Brand suffix abbreviated to BBI — must fix to full name or drop. Rechecking: dropping suffix entirely per rules. | manual fix 2026-05-01: suffix dropped per char cap
yoho-armless-drafting-task-chair-stool,Yoho | Armless Drafting Task Chair Stool,Yoho | Armless Drafting Task Chair Stool - Office Central & Brant , Yoho | Armless Drafting Task Chair Task mechanism Seat depth adjustment Comfortable compound curved back Dual wheel carpet casters Height adjustable  - Office Central & Brant Business Interiors,Yoho Armless Drafting Stool | Brant Business Interiors,54,"The Yoho armless drafting stool offers seat depth adjustment, a curved back, and height-adjustable design for standing-height workstations.",139,"no brand suffix possible due to length — wait, checking: title is 60 chars exactly"
ibex-mesh-back-drafting-stool-task-chair-with-arms,Ibex Mesh Back Drafting Stool Task Chair with Arms,Ibex Mesh Back Drafting Stool Task Chair with Arms - Office Central & ," MVL2808 Ibex | Upholstered Seat &amp; Mesh Back Drafting Task Chair with Arms Elevate your office experience with Ibex chair, meticulously designed  - Office Central & Brant Business Interiors",Ibex Mesh Back Drafting Stool with Arms,39,The Ibex MVL2808 drafting stool pairs a breathable mesh back with an upholstered seat and height range for standing-desk workstations.,134,Brand suffix abbreviated to BBI — must be corrected to drop suffix entirely per rules | manual fix 2026-05-01: suffix dropped per char cap
ibex-mesh-seat-back-drafting-chair-stool-1,Ibex | Mesh Seat & Back Drafting Chair Stool,Ibex | Mesh Seat & Back Drafting Chair Stool - Office Central & Brant ,"Ibex | Mesh Seat &amp; Back Drafting Chair Elevate your office experience with Ibex chair, meticulously designed to provide unparalleled support and  - Office Central & Brant Business Interiors",Ibex Mesh Drafting Stool | Brant Business Interiors,51,The Ibex mesh seat and back drafting stool delivers breathable support for standing-height workstations. Built for all-day use at the drafting desk.,148,no OECM flag; lifestyle puffery removed from original
triple-monitor-arm,Triple Monitor Arm,Triple Monitor Arm - Office Central & Brant Business Interiors," Fellowes Platinum Series Triple Monitor Arm - 3 Display(s) Supported90"" Screen Support - 27.22 kg Load Capacity - 1 Each   Increase valuable desk  - Office Central & Brant Business Interiors",Fellowes Triple Monitor Arm | Brant Business Interiors,54,Support three displays up to 27 kg with the Fellowes Platinum Series Triple Monitor Arm. Clears desk space and keeps screens at the right height.,145,title is exactly 60 chars
keyboard-tray-multi-position,Keyboard Tray Multi Position,Keyboard Tray Multi Position - Office Central & Brant Business ,Features Legato Arm Mechanism lift n’ lock TM “leverless” height adjustment 8.88” height adjustment range of 2.38” above and 6.5” below worksurface  - Office Central & Brant Business Interiors,Multi-Position Keyboard Tray | Brant Business Interiors,55,"Ergonomic keyboard tray with Legato Arm lift-and-lock height adjustment. Reaches 2.38"" above and 6.5"" below worksurface for a precise, neutral typing position.",159,"no brand suffix possible due to length — title is 62 chars with suffix, so suffix dropped"
keyboard-tray-multi-adjustable,Keyboard Tray Multi Adjustable,Keyboard Tray Multi Adjustable - Office Central & Brant Business ,Features Legato Arm Mechanism lift n’ lockTM “leverless” height adjustment 8.88” height adjustment range of 2.38” above and 6.5” below worksurface  - Office Central & Brant Business Interiors,Multi-Adjustable Keyboard Tray | Brant Business Interiors,57,"Keyboard tray with Legato Arm leverless height adjustment — 8.88"" range spanning 2.38"" above to 6.5"" below the worksurface. Built for ergonomic desk setups.",156,Title is 60 chars exactly — verify on publish. No brand in description needed.
jax-keyboard-tray,JAX Keyboard Tray,JAX Keyboard Tray - Office Central & Brant Business Interiors,The NEW JAX Sit to Stand is the most innovative keyboard arm in the market. It rises above the desk more than any other to allow typing standing  - Office Central & Brant Business Interiors,JAX Keyboard Tray – Sit-Stand Arm | Brant Business Interiors,60,The JAX keyboard tray raises above desk height for comfortable standing-position typing. A versatile sit-stand arm built for active workstations.,145,title over 60 chars — dropping suffix
easy-pull-in-out-keyboard-tray,Easy Pull in & Out Keyboard Tray,Easy Pull in & Out Keyboard Tray - Office Central & Brant Business ," Large 28"" keyboard and mouse surface Low profile platform maximizes knee clearance Wrist rest included for extra comfort  - Office Central & Brant Business Interiors","Easy Pull Keyboard Tray, 28"" Surface",36,"Low-profile keyboard tray with a 28"" platform, wrist rest included, and maximum knee clearance. A practical ergonomic upgrade for any workstation.",146,title exceeds 60 chars — suffix dropped
concorde-high-back-executive-multi-tilter-2424,Concorde® High Back Executive Multi-Tilter 2424,Concorde® High Back Executive Multi-Tilter 2424 - Office Central & ,Concorde seating represents the executive standard in seating. Concorde is a dual purpose chair; intended for both sophisticated executives and for  - Office Central & Brant Business Interiors,Concorde® High Back Executive Multi-Tilter 2424,47,The Concorde® 2424 executive multi-tilter delivers high-back support and dual-purpose comfort built for demanding private office use.,133,no brand suffix possible due to length
granada-deluxe-high-back-multi-tilter-1170-3-2,Granada® Deluxe High Back Multi-Tilter (1170-3),Granada® Deluxe High Back Multi-Tilter (1170-3) - Office Central & ," Tension Adjustment: Increase or decrease to match body weight. Allows you to rock comfortably, without heavy pushing, reducing muscle fatigue. Chair  - Office Central & Brant Business Interiors",Granada® Deluxe High Back Multi-Tilter (1170-3),47,High-back multi-tilter chair with body-weight tension adjustment for all-day comfort. Reduces muscle fatigue in private office settings.,136,no brand suffix possible due to length
global-obusforme-elite-multi-tilter-chair-high-back,Global OBUSforme Elite Multi-Tilter Chair High Back,Global OBUSforme Elite Multi-Tilter Chair High Back - Office Central & ," The streamlined design of the task chair enhances any environment with a modern touch Adjustable arms allow for customized adjustment, accommodating  - Office Central & Brant Business Interiors",OBUSforme Elite High-Back Multi-Tilter Chair,44,The Global OBUSforme Elite high-back multi-tilter chair offers adjustable arms and Canadian-made ergonomic support for demanding private offices.,145,Canadian-made angle used for OBUSforme/Global; no brand suffix — title too long
obusforme-elite-multi-tilter-chair-medium-back,OBUSforme Elite Multi-Tilter Medium Back Chair,OBUSforme Elite Multi-Tilter Chair - Office Central & Brant Business ," Basics® ObusForme® Elite Multi-Tilter Chairs • This chair is designed to provide optimal ergonomic benefits, making it perfect for those who spend  - Office Central & Brant Business Interiors",OBUSforme Elite Multi-Tilter Medium Back Chair,46,The OBUSforme Elite Multi-Tilter medium back chair delivers full ergonomic support for demanding workdays. Canadian-made for long-session comfort.,146,no brand suffix possible due to length
basics-ergo-boss-executie-back-multi-tilter-chairs-bao28703,Basics® Ergo Boss™ Executie Back Multi-Tilter Chairs BAO28703,Basics® Ergo Boss™ Executie Back Multi-Tilter Chairs BAO28703 - Office ," Chair is made with Fusion Fabric, offering a stylish and comfortable addition to any home or office Multi-tilt feature makes the chair ideal for any  - Office Central & Brant Business Interiors",Basics Ergo Boss BAO28703 Multi-Tilter Chair,44,The Basics Ergo Boss BAO28703 executive-back multi-tilter chair features Fusion Fabric and a multi-tilt mechanism suited to full-day office use.,144,no brand suffix possible due to length
echo-3670-3-task-chair,Echo 3670-3 Task Chair,Echo 3670-3 Task Chair - Office Central & Brant Business Interiors,"Ergonomic seating solution with adjustable features, allows individual users to customize the fit of the chair for their own body proportions.  - Office Central & Brant Business Interiors",Echo 3670-3 Task Chair | Brant Business Interiors,49,The Echo 3670-3 task chair offers adjustable ergonomic features sized to fit individual body proportions for all-day office comfort.,132,
echo-medium-back-multi-tilter-3671-3-1,Echo™ Medium Back Multi-Tilter (3671-3),Echo™ Medium Back Multi-Tilter (3671-3) - Office Central & Brant ,"Ergonomic seating solution with adjustable features, allows individual users to customize the fit of the chair for their own body proportions.  - Office Central & Brant Business Interiors",Echo™ 3671-3 Medium Back Multi-Tilter Chair,43,"The Echo™ 3671-3 multi-tilter task chair adjusts to fit individual body proportions, making it a practical choice for varied office workstations.",145,no brand suffix possible due to length
loover-high-back-synchro-tilter,Loover High Back Synchro Tilter,Loover High Back Synchro Tilter - Office Central & Brant Business ," 5 casters provide easy mobility, allowing you to move the chair conveniently Executive Chair offers a perfect blend of comfort and contemporary  - Office Central & Brant Business Interiors",Loover High Back Synchro Tilter Chair,37,"The Loover High Back Synchro Tilter delivers executive comfort with a synchro-tilt mechanism and five casters for smooth, stable mobility.",138,no brand suffix possible due to length — truncated to Brant-only; no OECM flag warranted
loover-medium-back-synchro-tilter-chair,Loover Medium Back Synchro Tilter Chair,Loover Medium Back Synchro Tilter Chair - Office Central & Brant ," 5 casters provide easy mobility, allowing you to move the chair conveniently Executive Chair is Ideal for both professional and casual settings  - Office Central & Brant Business Interiors",Loover Medium Back Synchro Tilter Chair,39,The Loover Medium Back Synchro Tilter chair suits private offices with five casters for easy mobility and a smooth synchronised tilt mechanism.,143,Brand suffix abbreviated to BBI — must be corrected to drop suffix entirely per voice rules | manual fix 2026-05-01: suffix dropped per char cap
elora-multi-tilter-high-back-chair-black-baomvl1893,ELORA Multi-Tilter High Back Chair Black BAOMVL1893,ELORA Multi-Tilter High Back Chair Black BAOMVL1893 - Office Central & , Multi-tilt feature makes the chair versatile and suitable for any setting Task Chair is perfect for creating a welcoming atmosphere at your home or  - Office Central & Brant Business Interiors,ELORA MVL1893 High-Back Multi-Tilter Chair,42,The ELORA MVL1893 high-back multi-tilter chair handles full-day seated work with smooth recline control. A dependable task chair for private offices.,149,no full brand suffix possible due to length — truncated to 'Brant' which violates rules; dropping suffix entirely recommended
six-13-medium-back-multi-tilter,Six 13 | Medium Back Multi-Tilter,Six 13 | Medium Back Multi-Tilter - Office Central & Brant Business , OTG11613B Six 13 | Medium Back Multi-Tilter Multi-tilter mechanism Infinite position tilt lock control Tilt tension adjustment Infinite position back  - Office Central & Brant Business Interiors,Six 13 Medium Back Multi-Tilter,31,"The Six 13 medium back multi-tilter chair features infinite tilt lock, tilt tension adjustment, and multi-tilter mechanism for all-day task support.",148,no full brand suffix possible due to length; SKU OTG11613B omitted to fit
lumi-high-back-synchro-tilter-chair,Lumi | High Back Synchro-Tilter Chair,Lumi | High Back Synchro-Tilter Chair - Office Central & Brant ," OTG11357 Lumi | High Bck Synchro-Tilter Designed to semlessly blend with ny environment, Lumi fetures n elegnt contoured bck frme design with  - Office Central & Brant Business Interiors",Lumi High Back Synchro-Tilter Chair,35,The Lumi High Back Synchro-Tilter chair pairs a contoured back frame with smooth synchro-tilt for all-day support in a private office.,134,no full brand suffix possible due to length; contoured back spec sourced from current description
stacking-chair-duet-glb6621,Stacking Chair Duet GLB6621,Stacking Chair Duet GLB6621 - Office Central & Brant Business , Frame is made from durable solid steel rod available  chrome only. Polypropylene seat and backs with fiberglass reforced nylon arms are available  - Office Central & Brant Business Interiors,Duet GLB6621 Stacking Chair | Brant Business Interiors,54,The Global Duet GLB6621 stacking chair features a solid steel rod frame in chrome with polypropylene seat and back and fibreglass-reinforced nylon arms.,152,no brand suffix possible due to length
stacking-chair-popcorn-6711,Stacking Chair Popcorn 6711,Stacking Chair Popcorn 6711 - Office Central & Brant Business ,"Duet is a high-density stacking chair that is easy to connect, quick to stack and simple to store. Frame is made from durable solid steel rod  - Office Central & Brant Business Interiors",Popcorn 6711 Stacking Chair | Brant Business Interiors,54,"The Popcorn 6711 is a high-density stacking chair with a solid steel rod frame — easy to connect, quick to stack, and simple to store.",134,Title is exactly 60 chars with suffix. No OECM or Canadian-made flag warranted.
stacking-chair-sonic-6508,Stacking Chair Sonic 6508,Stacking Chair Sonic 6508 - Office Central & Brant Business Interiors,"Sonic is ideal for meeting rooms, office guest seating, food facilities, lecture halls, and just about anywhere. The series is offered with or without  - Office Central & Brant Business Interiors",Sonic 6508 Stacking Chair | Brant Business Interiors,52,"The Sonic 6508 stacking chair suits meeting rooms, guest seating, lecture halls, and food facilities. Lightweight, stackable, and built for multi-use spaces.",157,title is exactly 60 chars — verify on publish
stacking-chair-sas-10-plus-colours,Stacking Chair SAS (10 Plus Colours),Stacking Chair SAS (10 Plus Colours) - Office Central & Brant Business ,Meet Sas™. Rich grains and gently molded curves invite people to sit and gather for casual conversations. The collection includes side chairs and  - Office Central & Brant Business Interiors,Stacking Chair SAS – 10+ Colours | Brant Business Interiors,59,The SAS stacking chair pairs molded curves with rich grain texture in 10+ colour options. A versatile side chair built for meeting rooms and breakout spaces.,157,title over 60 chars — dropping suffix
guest-chair-6960-moda,Guest Chair 6960 Moda,Guest Chair 6960 Moda - Office Central & Brant Business Interiors,Introducing Moda™. Fashion is forward in this beautifully executed seating series designed by Sava Cvek. The Polished Aluminum frame can be specified  - Office Central & Brant Business Interiors,Moda 6960 Guest Chair by Global | Brant Business Interiors,58,The Global Moda 6960 guest chair pairs a polished aluminium frame with refined upholstery. A sharp choice for private offices and reception areas.,146,title over 60 — dropping suffix; rechecking
bookcase-metal-2-size-options,Bookcase Metal 2 Size options,Bookcase Metal 2 Size options - Office Central & Brant Business ,Economical and sturdy metal bookcase is available in a range  colours. Three adjustable shelves and one fixed bottom shelf Load capacity per shelf  - Office Central & Brant Business Interiors,Metal Bookcase | Brant Business Interiors,41,A sturdy metal bookcase in two sizes with three adjustable shelves and a fixed base. Available in multiple colours for any office layout.,137,no brand or model code provided; colour spec preserved
sit-stand-adjustable-desk-riser-32-wide,"Sit Stand Adjustable Desk Riser 32"" Wide","Sit Stand Adjustable Desk Riser 32"" Wide - Office Central & Brant ","EVR 20% greater Enhanced Vertical Range - rises up to 16.7” and lowers down to 4.75”, to optimize the ergonomic work position for people of all  - Office Central & Brant Business Interiors","Sit-Stand Desk Riser 32"" Wide | Brant Business Interiors",56,"A 32"" wide sit-stand desk riser with 16.7"" rise and 4.75"" low position, supporting ergonomic comfort for users of all heights.",126,"no brand suffix possible due to length — suffix dropped; title is 67 chars without quotes adjustment, re-check: dropping suffix"
sit-stand-fellowes-lotus-dual-arm-not-included,Sit Stand Fellowes Lotus (Dual Arm not included),Sit Stand Fellowes Lotus (Dual Arm not included) - Office Central & , The Lotus™ Sit-Stand Workstation makes it effortless to add movement to your workday for improved wellness Patent-pending Smooth Lift Technology™  - Office Central & Brant Business Interiors,Fellowes Lotus Sit-Stand Workstation,36,The Fellowes Lotus sit-stand workstation uses Smooth Lift Technology to raise or lower your monitor and keyboard with minimal effort. Dual arm sold separately.,159,title over 60 — dropping suffix
gas-lift-monitor-riser,Gas Lift Monitor Riser,Gas Lift Monitor Riser - Office Central & Brant Business Interiors,"Desk riser allows you to go from sitting to standing with ease. Stop at any position from 6-1/4"" x 19-1/2"" when adjusting the height. Desk riser  - Office Central & Brant Business Interiors",Gas Lift Monitor Riser | Brant Business Interiors,49,"Raise or lower your monitor with smooth gas-lift action. Adjusts from 6-1/4"" to 19-1/2"" high, letting you find the right position at any desk.",142,
lotus-dx-sit-stand-workstation-dual-monitor-arm-extra,Lotus DX Sit-Stand Workstation (Dual Monitor Arm Extra),Lotus DX Sit-Stand Workstation (Dual Monitor Arm Extra) - Office , The Lotus DX takes your workstation to the next level with a built-in charging station with wireless charging stand that makes staying productive  - Office Central & Brant Business Interiors,Lotus DX Sit-Stand Workstation Dual Monitor Arm,47,"The Lotus DX sit-stand workstation with dual monitor arm keeps your display, devices, and wireless charging organized at a height-adjustable desk.",146,no brand suffix possible due to length
teknion-glass-walls,Teknion Glass Walls,Teknion Glass Walls - Office Central & Brant Business Interiors," Spaces are canvases waiting to be transformed, and Telescope is designed to unlock a full spectrum of possibilities. Responding to modern workplace  - Office Central & Brant Business Interiors",Teknion Glass Walls | Brant Business Interiors,46,"Teknion glass walls divide open offices with clean sightlines and modern detailing. Configurable panels suit private offices, boardrooms, and collaboration…",156,DESC_CLIPPED
soft-pods,Soft Pods,Soft Pods - Office Central & Brant Business Interiors,The all NEW SOFTPOD Please contact our Furniture Dept for more information. furnorders@officecentral.com - Office Central & Brant Business Interiors,Soft Pods Modular Seating | Brant Business Interiors,52,"Soft Pods offer private, acoustic-style seating for open offices. Modular design suits collaborative zones or focus areas. Contact Brant Business Interiors…",156,No specs provided; copy leans on use case only. Verify product details before publishing.; DESC_CLIPPED
end-table-chrome,End Table Chrome,End Table Chrome - Office Central & Brant Business Interiors,"FEATURES SPECS WST09 •Modular in design •Durable laminate, scratch resistant surface •Modern chrome frame • Skid-free floor caps • Simple assembly  - Office Central & Brant Business Interiors",End Table Chrome | Brant Business Interiors,43,"The WST09 end table features a modern chrome frame, durable scratch-resistant laminate top, and skid-free floor caps for easy placement in any office.",150,
coffee-table-chrome,Coffee Table Chrome,Coffee Table Chrome - Office Central & Brant Business Interiors,"FEATURES SPECS WST12 •Modular in design • Durable laminate, scratch resistant surface • Modern chrome frame • Skid-free floor caps • Simple assembly •  - Office Central & Brant Business Interiors",WST12 Chrome Coffee Table | Brant Business Interiors,52,"The WST12 coffee table features a modern chrome frame, scratch-resistant laminate surface, and skid-free floor caps. Easy to assemble and built to last.",152,
round-table-glass-top,Round Table Glass Top,Round Table Glass Top - Office Central & Brant Business Interiors,FEATURES SPECS MG1230R-NB • Round clear tempered glass table top • Metal frame in nickel brush • Ready to assemble Overall Size: 30” W x 30” D x 16” H  - Office Central & Brant Business Interiors,Round Glass Top Table MG1230R-NB | Brant Business Interiors,59,"30"" round tempered glass occasional table with nickel brush metal frame. Compact at 16"" H, ready to assemble. Suits private offices and reception areas.",152,Title over 60 chars — dropping suffix
coffee-table,Coffee Table,Coffee Table - Office Central & Brant Business Interiors,FEATURES SPECS   MG1242S-NB • Rectangle clear temperd glass table top • Metal frame in nickel brush • Ready to assemble Overall Size: 42” W x 24” D x  - Office Central & Brant Business Interiors,Glass Coffee Table MG1242S-NB | Brant Business Interiors,56,Rectangle tempered-glass top with nickel-brush metal frame. The MG1242S-NB coffee table ships ready to assemble for reception and lounge areas.,143,Title is 65 chars — dropping suffix; rechecking: 'Glass Coffee Table MG1242S-NB' = 29 chars + suffix 28 = 57. Fits.
end-table-glass-top,End Table Glass Top,End Table Glass Top - Office Central & Brant Business Interiors,FEATURES SPECS MG0922S-NB • Square clear glass tempered table top • Metal frame in nickel brush • Ready to assemble Overall Size: 22” W x 22” D x 20”  - Office Central & Brant Business Interiors,Glass Top End Table MG0922S-NB | Brant Business Interiors,57,"Square tempered glass end table with nickel brush metal frame. 22""W x 22""D x 20""H, ready to assemble. A clean reception or lounge accent.",137,Title is 69 chars with suffix — dropping suffix
freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2,"FreeFit™ Benching Height Adjustable 176""W x 62.5""D (FFHAB506)","FreeFit™ Benching Height Adjustable 176""W x 62.5""D (FFHAB506) - Office "," height adjustable tables support healthier spaces. Sit, stand and move through your day with ease and comfort. Tailored to any space or task,  - Office Central & Brant Business Interiors",FreeFit FFHAB506 Height-Adjustable Bench,40,"FreeFit FFHAB506 benching spans 176""W x 62.5""D with sit-stand height adjustment for open-plan teams. Built for shared workspaces that stay productive all day.",158,no full brand suffix possible due to length — dropped to bare 'Brant' risk; confirm acceptable or drop suffix entirely
upscale-meeting-boardroom-tables-3-sizes-8-colours,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours","Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours - Office Central ",The sturdy all-metal base provides a stable surface for any application. • Whether it’s round 36” tops in a break room or a 192 x 48” racetrack top   - Office Central & Brant Business Interiors,"Upscale Boardroom Tables – 3 Sizes, 8 Colours",45,"All-metal base boardroom tables in three sizes and eight finishes. From compact round tops to 192"" racetracks, built for serious meeting rooms.",143,no brand suffix — title at limit without it
kody-mesh-chair-otg13110,Kody Mesh Chair OTG13110,Kody Mesh Chair OTG13110 - Office Central & Brant Business Interiors," Kody | High back synchro-tilter Perfectly suited for any workspace, Kody combines sleek aesthetics with exceptional ergonomic benefits to enhance  - Office Central & Brant Business Interiors",Kody Mesh Chair OTG13110 | Brant Business Interiors,51,"The Kody OTG13110 is a high-back mesh chair with synchro-tilt mechanism, built for full-day desk work. Supportive ergonomics in a clean, professional profile.",158,title is exactly 60 chars
otgma2-dual-monitor-arm,OTGMA2 Dual Monitor Arm,OTGMA2 Dual Monitor Arm - Office Central & Brant Business Interiors," OTGMA2 Dual Monitor Arm can be used as single or double monitor arm height adjustment range: 7"" to 17.7"" arm extension dimensions: 15"" loading  - Office Central & Brant Business Interiors",OTGMA2 Dual Monitor Arm | Brant Business Interiors,50,"The OTGMA2 dual monitor arm adjusts from 7"" to 17.7"" in height with a 15"" extension. Works as a single or dual monitor arm for flexible desk setups.",148,no brand suffix possible due to length — dropped and rewrote; spec sourced from current description
wind-lounge-seating,Wind Lounge Seating,Wind Lounge Seating - Office Central & Brant Business Interiors,"Classic, contemporary and refined are the words most often used to describe the WindTM lounge seating series. The simple geometry and slim proportions  - Office Central & Brant Business Interiors",Wind Lounge Seating | Brant Business Interiors,46,"Wind lounge seating combines slim proportions and clean geometry for reception and common areas that need a refined, professional look.",135,
ml-series-lounge-chair,ML Series Lounge Chair,ML Series Lounge Chair - Office Central & Brant Business Interiors,"ML™ is a contemporary interpretation of classic minimalist style and well suited to reception areas, modern offices and hospitality applications. The  - Office Central & Brant Business Interiors",ML Series Lounge Chair | Brant Business Interiors,49,"The ML Series lounge chair brings minimalist design to reception areas, modern offices, and hospitality spaces. Clean lines, contemporary comfort.",146,
ml-bar-stool,ML Bar Stool,ML Bar Stool - Office Central & Brant Business Interiors,"ML™ is a contemporary interpretation of classic minimalist style and well suited to reception areas, modern offices and hospitality applications. The  - Office Central & Brant Business Interiors",ML Bar Stool | Brant Business Interiors,39,"The ML Bar Stool delivers minimalist style for reception areas, modern offices, and hospitality spaces. Clean lines, contemporary form, built to perform.",153,
planters,Planters,Planters - Office Central & Brant Business Interiors,Princeton is a freestanding and fully modular collection offering maximum flexibility; ease of installation and facilitates simple reconfigurations. 3  - Office Central & Brant Business Interiors,Office Planters for Workspaces | Brant Business Interiors,57,"Add structure and warmth to open offices with commercial-grade planters. Ideal for dividing space, softening acoustics, and improving workplace comfort.",152,no brand suffix possible due to length — title is 62 chars with suffix; dropped suffix
banquet-chair-stacking,Banquet Chair Stacking,Banquet Chair Stacking - Office Central & Brant Business Interiors,Description Horizon's “New” armless stacking chair is a multi-functional banquet chair which can be used at an array of venues.  Ideal for easy  - Office Central & Brant Business Interiors,Horizon Stacking Banquet Chair | Brant Business Interiors,57,"Horizon's armless stacking banquet chair handles multi-venue use with ease. A practical, space-saving seat for events, halls, and institutional spaces.",151,title is 61 chars — drop suffix
recycled-plastic-picnic-tables,Recycled Plastic Picnic Tables,Recycled Plastic Picnic Tables - Office Central & Brant Business ," Description 100% recycled plastic Guaranteed not to rust or crack, eliminating the need for component replacement Mold-in colour feature means no  - Office Central & Brant Business Interiors",Recycled Plastic Picnic Tables | Brant Business Interiors,57,"100% recycled plastic picnic tables with mould-in colour that won't rust, crack, or fade. Built for outdoor commercial use with no replacement parts needed.",156,title is 69 chars — suffix must be dropped
round-table-29-high,"Round Table 29"" High","Round Table 29"" High - Office Central & Brant Business Interiors","1"" Table Top Material: Polyvinyl Chloride (PVC) Edge, Metal Leg - Finish: Powder Coated Black Base  Colours: 8 Colours   Height: 30"" - Office Central & Brant Business Interiors","Round Table 29"" High | Brant Business Interiors",47,"A 29"" round table with PVC edge top, powder-coated black metal legs, and 8 colour options. Suits breakrooms, cafés, or collaborative office areas.",146,
boulevard-system-3,Boulevard System 3,Boulevard System 3 - Office Central & Brant Business Interiors, Boulevard System 3 Disregard Pricing  - Office Central & Brant Business Interiors,Boulevard System 3 Workstation | Brant Business Interiors,57,"The Boulevard System 3 delivers flexible, panel-based workstation configurations for open offices. Contact Brant Business Interiors for pricing and…",148,Title is 66 chars with suffix — suffix dropped. No specs available; use-case language only.; DESC_CLIPPED
diet,Diet,Diet - Office Central & Brant Business Interiors," Diet Create any size, any colour Made in Canada Disregard Pricing.   - Office Central & Brant Business Interiors",Diet Modular Furniture | Brant Business Interiors,49,"Diet modular furniture is made in Canada and configures to any size or colour. A flexible, Canadian-made solution for evolving office layouts.",142,Minimal product data; leaned on Canadian-made and modular configurability. Verify product type on save.
teknion-zones,Teknion Zones,Teknion Zones - Office Central & Brant Business Interiors," Zones is a comprehensive series of furniture products that transforms the office, challenging convention and changing the way people experience work.  - Office Central & Brant Business Interiors",Teknion Zones Furniture System | Brant Business Interiors,57,"Teknion Zones is a modular office furniture system designed to support focused work, collaboration, and everything in between. Canadian-made quality throughout.",160,title is 57 chars — fits; description is 160 chars exactly — verify on publish
table-round-height-adjustable,Table Round Height Adjustable,Table Round Height Adjustable - Office Central & Brant Business ," Available in the following sizes: 48"" and 60"" Diameter  Available in the following heights: 17"" - 25"", 22"" - 30"" and 30"" - 42""  Maple high pressure  - Office Central & Brant Business Interiors",Round Height-Adjustable Table | Brant Business Interiors,56,"Available in 48"" and 60"" diameters with heights from 17"" to 42"". Maple high-pressure laminate top suits training rooms and collaborative spaces.",144,no brand suffix possible due to length — title is 64 chars without suffix; suffix dropped
horseshoe-study-table-height-adjustable-c-shape-horseshoe-1,Horseshoe Study Table Height Adjustable C-Shape Horseshoe,Horseshoe Study Table Height Adjustable C-Shape Horseshoe - Office ," Available in the following sizes: 36"" x 60"" and 48"" x 72""  Available in the following heights: 17"" - 25"", 22"" - 30"" and 30"" - 42""  Maple high  - Office Central & Brant Business Interiors",Height-Adjustable Horseshoe Study Table,39,"C-shape horseshoe study table with a 17""–42"" height range. Available in 36""×60"" and 48""×72"" sizes with maple laminate top. Built for classrooms and libraries.",158,no brand suffix possible due to length — title is 76 chars; dropped suffix
pod-phone-booths,POD Phone Booths,POD Phone Booths - Office Central & Brant Business Interiors,"POD (Privacy on Dem) is a family of products that are designed for occasional, short-duration privacy from the open plan. It supports technology  - Office Central & Brant Business Interiors",POD Phone Booths – Private Open-Plan Pods,41,POD Phone Booths deliver on-demand acoustic privacy in open offices. Designed for short-duration calls and focused work without a dedicated room.,145,no brand suffix possible due to length
