product_id,product_handle,current_title,current_vendor,current_body_first_200,detected_manufacturer,classification,confidence,confidence_tier,primary_signal,evidence_summary,recommended_vendor_correction,sub_brand_detected,decision,product_type,sku_sample,sku_prefix,barcode_sample,ambiguous_prefix
9693064692025,credenza-60x20,"Credenza — 60""x20""",Brant Business Interiors,"CUSTOM CREDENZA 60""W X 20""D X 29""H",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-Typical #W-066) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-Typical #W-066)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-Typical #W-066,IOF,,
9693070721337,lectern-storage-stand,Lectern storage stand,Brant Business Interiors,Available in several colours options. 4 Week Lead Time,Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-Typical #W-020) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-Typical #W-020)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-Typical #W-020,IOF,,
9693071737145,drafting-table,Drafting table,Brant Business Interiors,"Designed by an Architect, Made for an Architect This multi function drafting table is made with 1"" thick panels all around. Includes 32 slots each 24"" deep. Available in 24 colour options. Dual colour",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-Q000111061) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-Q000111061)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-Q000111061,IOF,,
9693076390201,drafting-table-custom,Drafting table custom,Brant Business Interiors,"Custom Drafting Table Size: 84"" W x 78"" D Available in Left or Right configurations. Other Colours are available. Please contact us. Lead Time: 4-6 Weeks",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-Typical #W-021) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-Typical #W-021)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-Typical #W-021,IOF,,
9693081895225,felt-sound-dampeners,Felt sound dampeners,Brant Business Interiors,"Manufactured in Canada & crafted with impeccable attention to detail using high-quality materials, our acoustic trophies and sculptures not only serve as eye-catching focal points but also effectively",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,,,,,(no-sku)
9693140713785,desk-top-dividers,Desk top dividers,Brant Business Interiors,Features Brackets available in Silver (SL) finish Frosted plexiglass panel,Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-OUT-TM1-1530PLX) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-OUT-TM1-1530PLX)' in sku->Heartwood,Heartwood,,,,HDL-OUT-TM1-1530PLX,HDL,,
9697294090553,installation,Installation,Brant Business Interiors,,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,Fee,,,,
9698778710329,power-station-with-3-outlets-and-2-usb,Power station with 3 outlets and 2 USB,Brant Business Interiors,"Prices shown include the Power Block & the cutting for each block. With USB The perfect item to free up desks, workstations or conference tables: - Built-in - 3 x 120V outlets - 2 USB A ports Cover si",Richelieu,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix RIC (e.g. RIC-201314100) (sku),[HIGH] sku_prefix:'SKU prefix RIC (e.g. RIC-201314100)' in sku->Richelieu,Richelieu,,,,RIC-201314100,RIC,,
9700992221497,tower-charging-station-with-usb-ports-2-colour-options,Tower charging station with USB ports. 2 colour options. — 2 colour,Brant Business Interiors,"Vertical charging station. This versatile power unit features two power bars, one on each side. Each power bar contains three 120 V outlets, one USB-A port, and one USB-C port, for a total of six 120 ",Richelieu,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix RIC (e.g. RIC-PBK2WAY2030) (sku),[HIGH] sku_prefix:'SKU prefix RIC (e.g. RIC-PBK2WAY2030)' in sku->Richelieu,Richelieu,,,,RIC-PBK2WAY2030,RIC,,
9710311440697,sit-stand-1,Sit stand,Brant Business Interiors,100-DTHA Convert a traditional desk to a standing desk with Desk Top Height Adjustable unit One handed paddle gas lift for easy height adjustment Adjusts to heights between 6.5” and 16.5” Sturdy base ,Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-100-DTHA) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-100-DTHA)' in sku->Heartwood,Heartwood,,,,HDL-100-DTHA,HDL,,
9712829890873,caster-options,Caster options,Brant Business Interiors,"The right caster makes the difference between a chair that moves with you and one that fights you all day. Caster options from Brant Business Interiors are designed to match your flooring type, chair ",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,Avis-add-charge,,,,(no-sku)
9720592138553,factor-mesh-back-armchair-casters-5545amc-1,"Factor mesh back armchair, casters (5545amc) — 5545AMC",Brant Business Interiors,"You just won’t believe the price. New to the series, Factor multi-purpose guest chairs feature a matching picture frame back design and the same finishes as the highly popular task chair. When specifi",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,,,,,(no-sku)
9720842944825,u-shape-d-top-workstation,U-shape d-top workstation,Brant Business Interiors,Features + benefits • simple to create workstations to suit your needs • ease of assembly built into design with metal-to-metal connectors • 10 standard laminate finish options • 1” thick thermally fu,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,Asstd-see website,ASSTD,,
9722789822777,credenza-sliding-doors,Credenza sliding doors,Brant Business Interiors,Credenza with 2 sliding doors. Lockable 1 Adjustable Shelf Available in 1 or 2 colour combinations,Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-UN6024SC/SC/SLD2) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-UN6024SC/SC/SLD2)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-UN6024SC/SC/SLD2,IOF,,
9722802536761,wardrobe-with-lock,Wardrobe with lock,Brant Business Interiors,Locking Wardrobe Size: 30W” x 72H” x 24D” No Assembly Required 4 Week Lead Time,Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-UN3072SC/WD/24) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-UN3072SC/WD/24)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-UN3072SC/WD/24,IOF,,
9722804863289,storage-wardrobe-unit,Storage wardrobe unit,Brant Business Interiors,Wardrobe 30W” x 72H” x 21D” 2 Locking Doors No Assembly Required,Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-UN3072WD/21) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-UN3072WD/21)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-UN3072WD/21,IOF,,
9722809811257,storage-right-ff-sc-left-wardrobe,Storage / right ff & sc / left wardrobe,Brant Business Interiors,STORAGE / RIGHT FF & SC / LEFT WARDROBE Lockable 30W” x 72H” x 21D”,Intelligent Office Furniture,CONFIDENT,HIGH,tier2,sku_subcode: SKU sub-code UN (e.g. UN3072FF/SC/WD/21) (sku),[HIGH] sku_subcode:'SKU sub-code UN (e.g. UN3072FF/SC/WD/21)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,UN3072FF/SC/WD/21,UN,,
9723829223737,desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable,"Desk lamp - 5.30 w LED bulb - adjustable - metal, acrylic - desk mountable",Brant Business Interiors,"Boom arm LED desk lamp provides a ""warm"" full spectrum illumination that most closely resembles natural light for reduced eyestrain with excellent color rendering. It is adjustable to provide great li",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=BOSVLED,NONE,,,,BOSVLED500,BOSVLED,,BOSVLED
9723830337849,led-desk-lamp-with-wireless-charger-led,LED desk lamp with wireless charger - LED,Brant Business Interiors,Wireless Charger Key Features Three color temperature modes. Touch control buttons and rotary metallic knob. SMD LED light.,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=RDL,NONE,,,,RDL-140QI-B,RDL,,RDL
9723832435001,led-desk-lamp-with-usb-and-night-light,LED desk lamp with USB and night light,Brant Business Interiors,"LED Desk Lamp with USB and Night Light - RDL-110U - 22"" (558.80 mm) Height - 7"" (177.80 mm) Width - 8 W LED Bulb - 450 Lumens - ABS - Desk Mountable - Warm White, Cool Daylight, Black, Bright White, T",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=RSIRDL,NONE,,,,RSIRDL110U,RSIRDL,,RSIRDL
9723863007545,desk-power-grommet,Desk power grommet,Brant Business Interiors,"Combine your charging station and power bar to optimize your office space, living room or bedroom. This ergonomic and easy to install power bar is equipped with 120V outlets, USB-A outlets, USB-C outl",Richelieu,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix RIC (e.g. RIC- DS86101P1A1C90) (sku),[HIGH] sku_prefix:'SKU prefix RIC (e.g. RIC- DS86101P1A1C90)' in sku->Richelieu,Richelieu,,,,RIC- DS86101P1A1C90,RIC,,
9723869462841,sphere-power,Sphere power,Brant Business Interiors,"Two half-spheres SPHERE, as the name suggests, has a spherical design; conveniently, it can be connected from any angle. It comes with two 72"" (6') power cable and is available in four ports - 4 elect",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=SP,NONE,,,,SP22104P030,SP,,SP
9724674277689,taper-leg-table,Taper leg table,Brant Business Interiors,"Innovation TAPER Tables include multiple size tops available many colour options Top: 1"" Thick Edge: Matching PVC Edge Legs: Grey Tops: 9 Colours",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-INV-2436TBL-TAPER) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-INV-2436TBL-TAPER)' in sku->Heartwood,Heartwood,,,,HDL-INV-2436TBL-TAPER,HDL,,
9725776691513,anda-seat-phantom-king-gaming-style-office-chair,Anda seat phantom king gaming style office chair,Brant Business Interiors,"Overview Dominate the battlefield with the Anda Seat Phantom 3 gaming chair. Its ergonomic design includes a headrest, lumbar support, and 2D armrests to offer hours of comfortable gameplay. Set on a ",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=SYNN,NONE,,,,SYNN-AD18XL-58-B-PVC,SYNN,,SYNN
9728150241593,tucana-elite-training-nesting-tables,Tucana elite training nesting tables,Brant Business Interiors,"Features: Flip-up top for easy nesting storage - industry leading space save in nested position with only 4"" of space between nested units Removable, textured, modesty panel Smooth glide locking caste",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL TU-98B-2448TBL) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL TU-98B-2448TBL)' in sku->Heartwood,Heartwood,,,,HDL TU-98B-2448TBL,HDL,,
9729952809273,dual-coloured-bookcase-15-sizes-available,Dual coloured bookcase (15 sizes available) — 15 sizes,Brant Business Interiors,"FEATURES: SOLID MATCHING BACK STANDARD All outer panels come in white only. Shown in 72"" High Smaller sizes have less shelves SHIPS ASSEMBLED Made in Canada",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=BCMB,NONE,,,,BCMB2429WHTSIDEPANEL,BCMB,,BCMB
9733369233721,hideaway-storage-cabinet-1,Hideaway storage cabinet,Brant Business Interiors,"Large, mobile teacher cabinet is great for storing a multitude of items. Plus, it features a separate, securable storage area for valuables and personal items. Four, full-width storage areas - includi",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=JNT,NONE,,,,JNT5946JC,JNT,,JNT
9744712171833,two-stage-electric-height-adjustable-table,Two-stage electric height adjustable table,Brant Business Interiors,"Adjustable height table and two-stage height-adjustable base - The desk in a box is a complete height-adjustable desk. - Ideal for working both sitting and standing. - Perfect for small offices, your ",Richelieu,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix RIC (e.g. RIC 5002L2S244890) (sku),[HIGH] sku_prefix:'SKU prefix RIC (e.g. RIC 5002L2S244890)' in sku->Richelieu,Richelieu,,,,RIC 5002L2S244890,RIC,,
9746670092601,delivery-charge-85-00,Delivery charge $85. — 00,Brant Business Interiors,This price includes delivery only.,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,Delivery85,DELIVERY,,
9746789433657,installation475,Installation475,Brant Business Interiors,Price includes Delivery & Installation,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,Installation475,INSTALLATION,,
9746802016569,installation1000,Installation1000,Brant Business Interiors,"Professional delivery and installation, handled from start to finish. When furniture arrives at your facility, the real work begins — unboxing, assembly, placement, levelling, and debris removal. This",NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,Services,Installation1000,INSTALLATION,,
9747754320185,levels-suite,Levels suite,Brant Business Interiors,"Description Introducing Leves, our new multi-tiered, layered office furniture series that combines contemporary metal details with durable laminate designs. Choose from over 80 IN-STOCK, high quality,",Heartwood,CONFIDENT,HIGH,tier2,sku_subcode: SKU sub-code LEVELS (e.g. Levels Layout 1) (sku),[HIGH] sku_subcode:'SKU sub-code LEVELS (e.g. Levels Layout 1)' in sku->Heartwood,Heartwood,,,,Levels Layout 1,LEVELS,,
9751461036345,credenza-storage-hutch,Credenza storage & hutch,Brant Business Interiors,"Storage Credenza with hutch. Hutch is available with or without doors. Bottom Credenza comes with locking doors and drawers. Shown & Prices using 72"" W x 24"" Deep Credenza and 36"" high hutch. Availabl",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-UN7224/MP/SC) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-UN7224/MP/SC)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-UN7224/MP/SC,IOF,,
9753608388921,planter,Planter,Brant Business Interiors,Made-in-Canada commercial planter with a built-in sound-dampening finish — nature and acoustics working together in your workspace. Brant Business Interiors sources custom Canadian-made commercial pla,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=BEL,NONE,,,,BEL-HFP154829-GVS,BEL,,BEL
9754651525433,shoptech-099rx,Shoptech — 099RX,Brant Business Interiors,Features Clean Room Class 100 Seating designed for this application is highly cleanable and meets a more intensive standard for environmental contamination. Cushions are polyurethane or vinyl upholste,Horizon Furniture,CONFIDENT,HIGH,tier2,direct_name: Shoptech (title),[HIGH] direct_name:'Shoptech' in title->Horizon Furniture,Horizon Furniture,,,,,,,
9754654245177,shoptech-2410,Shoptech — 2410,Brant Business Interiors,"Features Pneumatic seat height adjustment Injection molded polyurethane seat and backrest cushions Height and depth adjustable backrest Heavy duty, steel step base with low profile glides Wipe down Se",Horizon Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HZN (e.g. HZN-2410) (sku),[HIGH] sku_prefix:'SKU prefix HZN (e.g. HZN-2410)' in sku->Horizon Furniture; [HIGH] direct_name:'Shoptech' in title->Horizon Furniture,Horizon Furniture,,,,HZN-2410,HZN,,
9754654933305,shoptech-082,Shoptech — 082,Brant Business Interiors,"Features Seat covered in hardwearing vinyl upholstery Black steel heavy duty frame with footring Non slip glides Wipe down stool Seat height: 33"" Seat width: 14"" Seat depth: 14"" Back height: N/A"" Weig",Horizon Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HZN (e.g. HZN-082) (sku),[HIGH] sku_prefix:'SKU prefix HZN (e.g. HZN-082)' in sku->Horizon Furniture; [HIGH] direct_name:'Shoptech' in title->Horizon Furniture,Horizon Furniture,,,,HZN-082,HZN,,
9757974364473,screenflex-room-dividers,Screenflex room dividers,Brant Business Interiors,"Screenflex Portable Room Dividers are the world's highest quality portable walls and can help you make much better use of your facility, time and budget. Simply roll them into position and set up the ",Screenflex,CONFIDENT,HIGH,tier2,direct_name: Screenflex (title),[HIGH] direct_name:'Screenflex' in title->Screenflex; [HIGH] direct_name:'Screenflex' in body->Screenflex,Screenflex,,,,GLI T9AB226455,GLI,,
9763429646649,credenza-lflf-1,Credenza lflf,Brant Business Interiors,"Credenza 72"" Wide x 22"" Deep x 29"" High 4 Drawer Lateral File Full Suspension Glides",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-2@INV2236LFX+2272TOP) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-2@INV2236LFX+2272TOP)' in sku->Heartwood,Heartwood,,,,HDL-2@INV2236LFX+2272TOP,HDL,,
9763460579641,credenza-lfmsu,Credenza lfmsu,Brant Business Interiors,"Credenza 72"" Wide x 22"" Deep x 29"" High 4 Drawer Lateral File Full Suspension Glides",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-2@INV2236LFX+2272TOP) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-2@INV2236LFX+2272TOP)' in sku->Heartwood,Heartwood,,,,HDL-2@INV2236LFX+2272TOP,HDL,,
9763504587065,wardrobe,Wardrobe,Brant Business Interiors,"Wardrobe Storage Unit Size: 65"" High x 18"" Wide x 24"" Deep Left Hinged Assembly Required",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-INV6518WCL) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-INV6518WCL)' in sku->Heartwood,Heartwood,,,,HDL-INV6518WCL,HDL,,
9766928220473,hardfloor-casters,Hardfloor casters,Brant Business Interiors,"Merangue 2.5"" 64mm Twin Wheel Caster - 2.50"" Made for Hard Floor Surfaces Sold in 5's",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=MGE,NONE,,,,MGE-1091503100000,MGE,,MGE
9769268871481,trapezoid-tables-3-sizes,Trapezoid tables (3 sizes) — 3 sizes,Brant Business Interiors,"High pressure scratch resistant laminate Chewing gum resistant table backing 3mm vinyl bonded edgeband Rounded corners for safety 16 Gauge 1.25"" diameter steel tube Fully welded leg construction with ",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=MYB,NONE,,,,MYB- AT2448Z,MYB,,MYB
9769301311801,aktivity-puddle,Aktivity Puddle,Brant Business Interiors,"A round activity table built for the floor where early learners actually work — spill-ready, safety-conscious, and sized for group engagement. The Aktivity Puddle is a 60"" diameter round table designe",MityBilt,CONFIDENT,HIGH,tier2,metafield_manufacturer: specs.manufacturer=MityBilt (metafield),[HIGH] metafield_manufacturer:'specs.manufacturer=MityBilt' in metafield->MityBilt,MityBilt,,,,MYB-AT60PUD,MYB,,
9769384116537,please-select-a-finish,Please select a Finish,Brant Business Interiors,,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,Avis-add-charge,,,,(no-sku)
9776397713721,jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d,"Jumbo storage cabinet assembled 72"" h x48""w x 24"" d — 24""",Brant Business Interiors,"Extra Wide Hi-Boy Storage Cabinet Steel 4 Shelves 72"" H x 48"" W x 24"" D, Grey 3 Point Locking System Arrives Assembled",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=SCN,NONE,,,,SCN-FL786,SCN,,SCN
9776398729529,deep-hi-boy-storage-cabinet-72-h-x-36-w-x-24-d,"Deep hi-boy storage cabinet 72"" h x 36"" w x 24"" d — 24""",Brant Business Interiors,"Description 4 Fully adjustable shelves Includes recessed handle and cylinder lock Suitable for office, plant, school or institutional storage needs 72""x24""x36""W Colour: Beige",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=SCN,NONE,,,,SCN-FJ883,SCN,,SCN
9778549653817,momentum-series-combos-keyboard-arm-premium-quality,Momentum series combos keyboard arm (premium quality),Brant Business Interiors,Fully stores under desk These Convenience Combos combine our most popular trays with our #1 selling Momentum arm ADVANTAGES AND BENEFITS - The Momentum articulating keyboard arm incorporates dial knob,Richelieu,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix RIC (e.g. RIC 5007438C3) (sku),[HIGH] sku_prefix:'SKU prefix RIC (e.g. RIC 5007438C3)' in sku->Richelieu,Richelieu,,,,RIC 5007438C3,RIC,,
9778565120313,delivery-charge-175-00,Delivery charge 175. — 00,Brant Business Interiors,"Due to the location of your delivery address, the charge is $175.00 plus tax",NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,OCD175,OCD,,
9785193038137,makerspace-tables,Makerspace tables,Brant Business Interiors,"Avenue A-Frame Table Features 1-3/4"" Thick Solid Maple Worksurface 11-gauge steel “L” channel welded to the legs and bolted to dual cross-table supports for additional strength 2-1/2"" x 2-1/2"" thick w",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=DIVERSIFIEDAFT,NONE,,,,DIVERSIFIEDAFT48305,DIVERSIFIEDAFT,,DIVERSIFIEDAFT
9785822609721,triple-monitor-and-ipad-holder,Triple monitor and ipad holder,Brant Business Interiors,"Accommodates 2 Monitors and 1 Laptop or Ipad The most versatile monitor arm solution for your needs - The Flexa Pro single and dual monitor arms are a high-end floating monitor arm solution, ideal for",Richelieu,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix RIC (e.g. RIC 500FP23100 & FEL 8044101) (sku),[HIGH] sku_prefix:'SKU prefix RIC (e.g. RIC 500FP23100 & FEL 8044101)' in sku->Richelieu,Richelieu,,,,RIC 500FP23100 & FEL 8044101,RIC,,
9786994098489,installation-chairs,Installation Chairs,Brant Business Interiors,,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,,,,
9788103917881,credenza-with-sliding-doors-36-high,"Credenza with sliding doors 36"" high — 36""",Brant Business Interiors,"2 Sliding Door Credenza with lock Available in 1 or 2 colours Available in 3 Sizes: 60"" W x 24"" D x 36"" H 66"" W x 24"" D x 36"" H 72"" W x 24"" D x 36"" H Made in Canada",Intelligent Office Furniture,CONFIDENT,HIGH,tier2,sku_subcode: SKU sub-code UN (e.g. UN6024SC/SC/SLD2/36H) (sku),[HIGH] sku_subcode:'SKU sub-code UN (e.g. UN6024SC/SC/SLD2/36H)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,UN6024SC/SC/SLD2/36H,UN,,
9788589900089,lateral-file-wood-laminate-2-3-4-drawer-options,"Lateral file wood laminate (2, 3 & 4 drawer options) — 4 drawer",Brant Business Interiors,Made in Canada Includes hanging bars and lock Durable laminate finish available in many wood and solid colours. Assortment of optional handles available. Full Suspension Glides,Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOFUN3624LF2) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOFUN3624LF2)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOFUN3624LF2,IOFUN,,
9788847030585,modern-grigio-reception-desk,Modern grigio reception desk,Brant Business Interiors,"Made in Canada Size: 84"" Wide x 36"" Deep Includes: 1 Set of drawers",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOFW10R) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOFW10R)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOFW10R,IOFW,,
9788850307385,nutmeg-reception,Nutmeg reception,Brant Business Interiors,Modern style reception unit. Made in Canada DESCRIPTION WARDROBE - 16”W X 30”D X 46”H STORAGE - 16”W X 30”D X 46”H CUSTOM GALLERY DESK - 52”W X 24”D X 43”H CUSTOM GALLERY DESK - 55”W X 24”D X 43”H CUS,Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOFW19R) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOFW19R)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOFW19R,IOFW,,
9795527344441,supra-x-chair-1,Supra x chair,Brant Business Interiors,upra X is the perfect complement of affordable ergonomic task seating designed for contemporary appearance and comfort. Famous seating designer Zooey Chu was commissioned to create the ultimate chair.,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,,5333-3,,,(no-sku)
9795576660281,manual-height-adjustable-table,Manual height adjustable table,Brant Business Interiors,"Manually operated height adjustable tables with counterbalanced spring mechanism. Exceptional ergonomic alternative to traditional desking. Sit-Stand design promotes increased circulation, improving p",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=HTM,NONE,,,,HTM3058T/KEZLIFT,HTM,,HTM
9795588981049,hutch-5-sizes,Hutch — 5 sizes,Brant Business Interiors,Hutches pre-drilled for optional hutch doors Available in 8 laminate wood colours Requires Assembly,Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDLINV3636H) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDLINV3636H)' in sku->Heartwood,Heartwood,,,,HDLINV3636H,HDLINV,,
9800589377849,plexiglass-modesty-panels,Plexiglass modesty panels,Brant Business Interiors,"Features Sized to be inset 2"" on each side when installed on like size work surface Ships in two cartons Brackets Included 6mm radius corner on plexiglass panel 14"" High Table not included",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDLINV-MP1-1530PLX) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDLINV-MP1-1530PLX)' in sku->Heartwood,Heartwood,,,,HDLINV-MP1-1530PLX,HDLINV,,
9800598552889,laminate-modesty-panels,Laminate modesty panels,Brant Business Interiors,"Features Sized to be full-width modesty panel Ships in two cartons Finished with 3mm PVC on all sides 14"" High Brackets included",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDLINV-MP2-1430LAPBLK) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDLINV-MP2-1430LAPBLK)' in sku->Heartwood,Heartwood,,,,HDLINV-MP2-1430LAPBLK,HDLINV,,
9800687845689,levels-l-shape,Levels l-shape,Brant Business Interiors,Features Series Overview Modern tiered design components with stylish optional 7’’ storage riser feet All laminate doors include soft close hinges New silver locks and silver keys are now standard on ,Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-LEVELS LAYOUT2) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-LEVELS LAYOUT2)' in sku->Heartwood,Heartwood,,,,HDL-LEVELS LAYOUT2,HDL,,
9817942851897,the-halifax-collection,The halifax collection,Brant Business Interiors,"Variety Choose from two unique leg options: A-Leg and V-Leg Seamless height-adjustable table integration Metal features available in 20 colours Design High design, high function, highly adaptable Made",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,,,,,(no-sku)
9818040172857,delivery-charge-125,Delivery Charge 125,Brant Business Interiors,,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,Delivery $125.00,DELIVERY,,
9819011055929,delivery-installation-charge-250-00,Delivery & installation Charge 250.00,Brant Business Interiors,,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,D&I 250,D,,
9819013022009,delivery-installation-250,Delivery & Installation,Brant Business Interiors,,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,D&I 250,D,,
